data_source,country,hemisphere,week,year,age_group,hsp_rate,hsp_rate_flu,hsp_rate_rsv,hsp_rate_covid19,cases_rate_flu,cases_rate_rsv,cases_rate_covid19,hsp_abs,hsp_abs_flu,hsp_abs_rsv,hsp_abs_covid,cases_abs_flu,cases_abs_rsv,cases_abs_covid,denominator,subtype_a_abs,subtype_b_abs,subtype_c_abs,subtype_a_rate,subtype_b_rate,subtype_c_rate
FluNet - Non Sentinel,FR,NH,46,2019,ALL,NA,0.04,0.04,NA,NA,NA,NA,NA,29,243,NA,NA,NA,NA,67356052,23,6,NA,0.03,0.01,NA
FluNet - Non Sentinel,FR,NH,47,2019,ALL,NA,0.05,0.05,NA,NA,NA,NA,NA,32,412,NA,NA,NA,NA,67356052,17,15,NA,0.03,0.02,NA
FluNet - Sentinel,FR,NH,47,2019,ALL,NA,0.3,0.25,NA,NA,NA,NA,NA,6,5,NA,NA,NA,NA,67356052,6,0,NA,0.3,0,NA
FluNet - Sentinel,FR,NH,48,2019,ALL,NA,0.54,0.84,NA,NA,NA,NA,NA,11,17,NA,NA,NA,NA,67356052,6,5,NA,0.3,0.25,NA
FluNet - Non Sentinel,FR,NH,48,2019,ALL,NA,0.09,0.09,NA,NA,NA,NA,NA,63,616,NA,NA,NA,NA,67356052,37,26,NA,0.05,0.04,NA
FluNet - Sentinel,FR,NH,49,2019,ALL,NA,0.64,0.45,NA,NA,NA,NA,NA,13,9,NA,NA,NA,NA,67356052,5,8,NA,0.25,0.4,NA
FluNet - Non Sentinel,FR,NH,49,2019,ALL,NA,0.14,0.14,NA,NA,NA,NA,NA,93,830,NA,NA,NA,NA,67356052,49,44,NA,0.07,0.07,NA
FluNet - Non Sentinel,FR,NH,50,2019,ALL,NA,0.24,0.24,NA,NA,NA,NA,NA,161,976,NA,NA,NA,NA,67356052,98,63,NA,0.15,0.09,NA
FluNet - Sentinel,FR,NH,50,2019,ALL,NA,1.19,0.89,NA,NA,NA,NA,NA,24,18,NA,NA,NA,NA,67356052,8,16,NA,0.4,0.79,NA
FluNet - Sentinel,FR,NH,51,2019,ALL,NA,1.93,0.99,NA,NA,NA,NA,NA,39,20,NA,NA,NA,NA,67356052,18,21,NA,0.89,1.04,NA
FluNet - Non Sentinel,FR,NH,51,2019,ALL,NA,0.43,0.43,NA,NA,NA,NA,NA,290,1001,NA,NA,NA,NA,67356052,172,118,NA,0.26,0.18,NA
FluNet - Non Sentinel,FR,NH,52,2019,ALL,NA,0.55,0.55,NA,NA,NA,NA,NA,373,998,NA,NA,NA,NA,67356052,240,133,NA,0.36,0.2,NA
FluNet - Sentinel,FR,NH,52,2019,ALL,NA,0.94,0.3,NA,NA,NA,NA,NA,19,6,NA,NA,NA,NA,67356052,7,12,NA,0.35,0.59,NA
FluNet - Non Sentinel,FR,NH,1,2022,ALL,NA,0.72,0.72,16.64,NA,NA,NA,NA,489,704,11297,NA,NA,NA,67885000,487,2,NA,0.72,0,NA
FluNet - Sentinel,FR,NH,1,2022,ALL,NA,0.79,0.34,16.64,NA,NA,NA,NA,16,7,11297,NA,NA,NA,67885000,16,0,NA,0.79,0,NA
FluNet - Sentinel,FR,NH,2,2022,ALL,NA,0.54,0.1,21.45,NA,NA,NA,NA,11,2,14560,NA,NA,NA,67885000,11,0,NA,0.54,0,NA
FluNet - Non Sentinel,FR,NH,2,2022,ALL,NA,0.79,0.79,21.45,NA,NA,NA,NA,538,495,14560,NA,NA,NA,67885000,538,0,NA,0.79,0,NA
FluNet - Non Sentinel,FR,NH,3,2022,ALL,NA,0.7,0.7,23.89,NA,NA,NA,NA,477,290,16216,NA,NA,NA,67885000,473,4,NA,0.7,0.01,NA
FluNet - Sentinel,FR,NH,3,2022,ALL,NA,1.03,0.15,23.89,NA,NA,NA,NA,21,3,16216,NA,NA,NA,67885000,21,0,NA,1.03,0,NA
FluNet - Sentinel,FR,NH,4,2022,ALL,NA,1.13,0.1,27.59,NA,NA,NA,NA,23,2,18729,NA,NA,NA,67885000,23,0,NA,1.13,0,NA
FluNet - Non Sentinel,FR,NH,4,2022,ALL,NA,0.84,0.84,27.59,NA,NA,NA,NA,571,255,18729,NA,NA,NA,67885000,566,5,NA,0.83,0.01,NA
FluNet - Sentinel,FR,NH,5,2022,ALL,NA,1.82,0,29,NA,NA,NA,NA,37,0,19686,NA,NA,NA,67885000,37,0,NA,1.82,0,NA
FluNet - Non Sentinel,FR,NH,5,2022,ALL,NA,0.99,0.99,29,NA,NA,NA,NA,674,162,19686,NA,NA,NA,67885000,671,3,NA,0.99,0,NA
FluNet - Non Sentinel,FR,NH,6,2022,ALL,NA,1.33,1.33,29.66,NA,NA,NA,NA,906,159,20136,NA,NA,NA,67885000,903,3,NA,1.33,0,NA
FluNet - Sentinel,FR,NH,6,2022,ALL,NA,1.28,0,29.66,NA,NA,NA,NA,26,0,20136,NA,NA,NA,67885000,26,0,NA,1.28,0,NA
FluNet - Sentinel,FR,NH,7,2022,ALL,NA,1.13,0.15,22.58,NA,NA,NA,NA,23,3,15327,NA,NA,NA,67885000,23,0,NA,1.13,0,NA
FluNet - Non Sentinel,FR,NH,7,2022,ALL,NA,1.42,1.42,22.58,NA,NA,NA,NA,961,111,15327,NA,NA,NA,67885000,957,4,NA,1.41,0.01,NA
FluNet - Non Sentinel,FR,NH,8,2022,ALL,NA,1.25,1.25,17.37,NA,NA,NA,NA,847,70,11794,NA,NA,NA,67885000,844,3,NA,1.24,0,NA
FluNet - Sentinel,FR,NH,8,2022,ALL,NA,0.98,0,17.37,NA,NA,NA,NA,20,0,11794,NA,NA,NA,67885000,20,0,NA,0.98,0,NA
FluNet - Sentinel,FR,NH,9,2022,ALL,NA,2.21,0.1,12.86,NA,NA,NA,NA,45,2,8729,NA,NA,NA,67885000,45,0,NA,2.21,0,NA
FluNet - Non Sentinel,FR,NH,9,2022,ALL,NA,1.43,1.43,12.86,NA,NA,NA,NA,971,73,8729,NA,NA,NA,67885000,970,1,NA,1.43,0,NA
FluNet - Sentinel,FR,NH,10,2022,ALL,NA,3.49,0.15,9.78,NA,NA,NA,NA,71,3,6636,NA,NA,NA,67885000,71,0,NA,3.49,0,NA
FluNet - Non Sentinel,FR,NH,10,2022,ALL,NA,2.17,2.17,9.78,NA,NA,NA,NA,1472,59,6636,NA,NA,NA,67885000,1471,1,NA,2.17,0,NA
FluNet - Non Sentinel,FR,NH,11,2022,ALL,NA,2.6,2.6,10.04,NA,NA,NA,NA,1763,73,6816,NA,NA,NA,67885000,1760,3,NA,2.59,0,NA
FluNet - Sentinel,FR,NH,11,2022,ALL,NA,4.66,0,10.04,NA,NA,NA,NA,95,0,6816,NA,NA,NA,67885000,95,0,NA,4.66,0,NA
FluNet - Sentinel,FR,NH,12,2022,ALL,NA,4.32,0,11.01,NA,NA,NA,NA,88,0,7473,NA,NA,NA,67885000,88,0,NA,4.32,0,NA
FluNet - Non Sentinel,FR,NH,12,2022,ALL,NA,2.97,2.97,11.01,NA,NA,NA,NA,2016,67,7473,NA,NA,NA,67885000,2013,3,NA,2.97,0,NA
FluNet - Non Sentinel,FR,NH,13,2022,ALL,NA,3.33,3.33,11.89,NA,NA,NA,NA,2260,49,8073,NA,NA,NA,67885000,2241,19,NA,3.3,0.03,NA
FluNet - Sentinel,FR,NH,13,2022,ALL,NA,3.78,0.05,11.89,NA,NA,NA,NA,77,1,8073,NA,NA,NA,67885000,77,0,NA,3.78,0,NA
FluNet - Sentinel,FR,NH,14,2022,ALL,NA,3.49,0.05,15.08,NA,NA,NA,NA,71,1,10239,NA,NA,NA,67885000,71,0,NA,3.49,0,NA
FluNet - Non Sentinel,FR,NH,14,2022,ALL,NA,2.88,2.88,15.08,NA,NA,NA,NA,1954,37,10239,NA,NA,NA,67885000,1951,3,NA,2.87,0,NA
FluNet - Sentinel,FR,NH,15,2022,ALL,NA,2.41,0,16.48,NA,NA,NA,NA,49,0,11188,NA,NA,NA,67885000,49,0,NA,2.41,0,NA
FluNet - Non Sentinel,FR,NH,15,2022,ALL,NA,2.42,2.42,16.48,NA,NA,NA,NA,1640,50,11188,NA,NA,NA,67885000,1636,4,NA,2.41,0.01,NA
FluNet - Non Sentinel,FR,NH,16,2022,ALL,NA,1.31,1.31,17.35,NA,NA,NA,NA,890,35,11776,NA,NA,NA,67885000,888,2,NA,1.31,0,NA
FluNet - Sentinel,FR,NH,16,2022,ALL,NA,0.79,0,17.35,NA,NA,NA,NA,16,0,11776,NA,NA,NA,67885000,16,0,NA,0.79,0,NA
FluNet - Non Sentinel,FR,NH,17,2022,ALL,NA,0.67,0.67,14.78,NA,NA,NA,NA,452,39,10032,NA,NA,NA,67885000,452,0,NA,0.67,0,NA
FluNet - Sentinel,FR,NH,17,2022,ALL,NA,0.69,0.05,14.78,NA,NA,NA,NA,14,1,10032,NA,NA,NA,67885000,14,0,NA,0.69,0,NA
FluNet - Non Sentinel,FR,NH,18,2022,ALL,NA,0.3,0.3,13.02,NA,NA,NA,NA,206,35,8842,NA,NA,NA,67885000,204,2,NA,0.3,0,NA
FluNet - Sentinel,FR,NH,18,2022,ALL,NA,0.39,0.1,13.02,NA,NA,NA,NA,8,2,8842,NA,NA,NA,67885000,8,0,NA,0.39,0,NA
FluNet - Sentinel,FR,NH,19,2022,ALL,NA,0.25,0.05,10.86,NA,NA,NA,NA,5,1,7369,NA,NA,NA,67885000,5,0,NA,0.25,0,NA
FluNet - Non Sentinel,FR,NH,19,2022,ALL,NA,0.17,0.17,10.86,NA,NA,NA,NA,118,25,7369,NA,NA,NA,67885000,115,3,NA,0.17,0,NA
FluNet - Sentinel,FR,NH,20,2022,ALL,NA,0.1,0.1,7.82,NA,NA,NA,NA,2,2,5307,NA,NA,NA,67885000,2,0,NA,0.1,0,NA
FluNet - Non Sentinel,FR,NH,20,2022,ALL,NA,0.11,0.11,7.82,NA,NA,NA,NA,73,26,5307,NA,NA,NA,67885000,70,3,NA,0.1,0,NA
FluNet - Non Sentinel,FR,NH,21,2022,ALL,NA,0.06,0.06,5.9,NA,NA,NA,NA,38,31,4006,NA,NA,NA,67885000,38,0,NA,0.06,0,NA
FluNet - Sentinel,FR,NH,21,2022,ALL,NA,0.15,0,5.9,NA,NA,NA,NA,3,0,4006,NA,NA,NA,67885000,3,0,NA,0.15,0,NA
FluNet - Non Sentinel,FR,NH,22,2022,ALL,NA,0.02,0.02,4.13,NA,NA,NA,NA,16,29,2803,NA,NA,NA,67885000,15,1,NA,0.02,0,NA
FluNet - Sentinel,FR,NH,22,2022,ALL,NA,0.05,0.05,4.13,NA,NA,NA,NA,1,1,2803,NA,NA,NA,67885000,1,0,NA,0.05,0,NA
FluNet - Non Sentinel,FR,NH,23,2022,ALL,NA,0.02,0.02,4.21,NA,NA,NA,NA,15,34,2859,NA,NA,NA,67885000,14,1,NA,0.02,0,NA
FluNet - Sentinel,FR,NH,23,2022,ALL,NA,0.1,0,4.21,NA,NA,NA,NA,2,0,2859,NA,NA,NA,67885000,2,0,NA,0.1,0,NA
FluNet - Sentinel,FR,NH,24,2022,ALL,NA,0,0,4.49,NA,NA,NA,NA,0,0,3045,NA,NA,NA,67885000,0,0,NA,0,0,NA
FluNet - Non Sentinel,FR,NH,24,2022,ALL,NA,0.02,0.02,4.49,NA,NA,NA,NA,11,29,3045,NA,NA,NA,67885000,10,1,NA,0.01,0,NA
FluNet - Sentinel,FR,NH,25,2022,ALL,NA,0,0,5.33,NA,NA,NA,NA,0,0,3616,NA,NA,NA,67885000,0,0,NA,0,0,NA
FluNet - Non Sentinel,FR,NH,25,2022,ALL,NA,0.02,0.02,5.33,NA,NA,NA,NA,15,45,3616,NA,NA,NA,67885000,13,2,NA,0.02,0,NA
FluNet - Non Sentinel,FR,NH,26,2022,ALL,NA,0.01,0.01,7.56,NA,NA,NA,NA,4,38,5132,NA,NA,NA,67885000,4,0,NA,0.01,0,NA
FluNet - Sentinel,FR,NH,26,2022,ALL,NA,0.05,0,7.56,NA,NA,NA,NA,1,0,5132,NA,NA,NA,67885000,1,0,NA,0.05,0,NA
FluNet - Non Sentinel,FR,NH,27,2022,ALL,NA,0.01,0.01,9.93,NA,NA,NA,NA,4,46,6743,NA,NA,NA,67885000,4,0,NA,0.01,0,NA
FluNet - Sentinel,FR,NH,27,2022,ALL,NA,0,0,9.93,NA,NA,NA,NA,0,0,6743,NA,NA,NA,67885000,0,0,NA,0,0,NA
FluNet - Non Sentinel,FR,NH,28,2022,ALL,NA,0.01,0.01,13.58,NA,NA,NA,NA,8,42,9221,NA,NA,NA,67885000,7,1,NA,0.01,0,NA
FluNet - Sentinel,FR,NH,28,2022,ALL,NA,0,0,13.58,NA,NA,NA,NA,0,0,9221,NA,NA,NA,67885000,0,0,NA,0,0,NA
FluNet - Sentinel,FR,NH,29,2022,ALL,NA,0,0,14.18,NA,NA,NA,NA,0,0,9623,NA,NA,NA,67885000,0,0,NA,0,0,NA
FluNet - Non Sentinel,FR,NH,29,2022,ALL,NA,0.02,0.02,14.18,NA,NA,NA,NA,11,38,9623,NA,NA,NA,67885000,10,1,NA,0.01,0,NA
FluNet - Sentinel,FR,NH,30,2022,ALL,NA,0,0,14.9,NA,NA,NA,NA,0,0,10113,NA,NA,NA,67885000,0,0,NA,0,0,NA
FluNet - Non Sentinel,FR,NH,30,2022,ALL,NA,0.02,0.02,14.9,NA,NA,NA,NA,12,30,10113,NA,NA,NA,67885000,12,0,NA,0.02,0,NA
FluNet - Non Sentinel,FR,NH,31,2022,ALL,NA,0.02,0.02,11.68,NA,NA,NA,NA,13,7,7926,NA,NA,NA,67885000,11,2,NA,0.02,0,NA
FluNet - Sentinel,FR,NH,31,2022,ALL,NA,0,0,11.68,NA,NA,NA,NA,0,0,7926,NA,NA,NA,67885000,0,0,NA,0,0,NA
FluNet - Non Sentinel,FR,NH,32,2022,ALL,NA,0.02,0.02,8.69,NA,NA,NA,NA,13,18,5898,NA,NA,NA,67885000,12,1,NA,0.02,0,NA
FluNet - Sentinel,FR,NH,32,2022,ALL,NA,0,0,8.69,NA,NA,NA,NA,0,0,5898,NA,NA,NA,67885000,0,0,NA,0,0,NA
FluNet - Non Sentinel,FR,NH,33,2022,ALL,NA,0.05,0.05,6.95,NA,NA,NA,NA,33,22,4721,NA,NA,NA,67885000,29,4,NA,0.04,0.01,NA
FluNet - Sentinel,FR,NH,33,2022,ALL,NA,0,0,6.95,NA,NA,NA,NA,0,0,4721,NA,NA,NA,67885000,0,0,NA,0,0,NA
FluNet - Sentinel,FR,NH,34,2022,ALL,NA,0,0,5.66,NA,NA,NA,NA,0,0,3841,NA,NA,NA,67885000,0,0,NA,0,0,NA
FluNet - Non Sentinel,FR,NH,34,2022,ALL,NA,0.03,0.03,5.66,NA,NA,NA,NA,19,15,3841,NA,NA,NA,67885000,18,1,NA,0.03,0,NA
FluNet - Sentinel,FR,NH,35,2022,ALL,NA,0,0,4.75,NA,NA,NA,NA,0,0,3227,NA,NA,NA,67885000,0,0,NA,0,0,NA
FluNet - Non Sentinel,FR,NH,35,2022,ALL,NA,0.02,0.02,4.75,NA,NA,NA,NA,12,24,3227,NA,NA,NA,67885000,12,0,NA,0.02,0,NA
FluNet - Non Sentinel,FR,NH,36,2022,ALL,NA,0.03,0.03,3.94,NA,NA,NA,NA,20,17,2676,NA,NA,NA,67885000,18,2,NA,0.03,0,NA
FluNet - Sentinel,FR,NH,36,2022,ALL,NA,0,0,3.94,NA,NA,NA,NA,0,0,2676,NA,NA,NA,67885000,0,0,NA,0,0,NA
FluNet - Non Sentinel,FR,NH,37,2022,ALL,NA,0.05,0.05,3.77,NA,NA,NA,NA,33,46,2556,NA,NA,NA,67885000,31,2,NA,0.05,0,NA
FluNet - Sentinel,FR,NH,37,2022,ALL,NA,0,0,3.77,NA,NA,NA,NA,0,0,2556,NA,NA,NA,67885000,0,0,NA,0,0,NA
FluNet - Non Sentinel,FR,NH,38,2022,ALL,NA,0.04,0.04,3.89,NA,NA,NA,NA,27,79,2643,NA,NA,NA,67885000,20,7,NA,0.03,0.01,NA
FluNet - Sentinel,FR,NH,38,2022,ALL,NA,0.05,0,3.89,NA,NA,NA,NA,1,0,2643,NA,NA,NA,67885000,1,0,NA,0.05,0,NA
FluNet - Sentinel,FR,NH,39,2022,ALL,NA,0.2,0,4.56,NA,NA,NA,NA,4,0,3095,NA,NA,NA,67885000,4,0,NA,0.2,0,NA
FluNet - Non Sentinel,FR,NH,39,2022,ALL,NA,0.08,0.08,4.56,NA,NA,NA,NA,51,134,3095,NA,NA,NA,67885000,41,10,NA,0.06,0.01,NA
FluNet - Sentinel,FR,NH,40,2022,ALL,NA,0.39,0,7.37,NA,NA,NA,NA,8,0,5003,NA,NA,NA,67885000,8,0,NA,0.39,0,NA
FluNet - Non Sentinel,FR,NH,40,2022,ALL,NA,0.07,0.07,7.37,NA,NA,NA,NA,47,361,5003,NA,NA,NA,67885000,42,5,NA,0.06,0.01,NA
FluNet - Non Sentinel,FR,NH,41,2022,ALL,NA,0.09,0.09,10.07,NA,NA,NA,NA,64,369,6834,NA,NA,NA,67885000,58,6,NA,0.09,0.01,NA
FluNet - Sentinel,FR,NH,41,2022,ALL,NA,0.44,0.2,10.07,NA,NA,NA,NA,9,4,6834,NA,NA,NA,67885000,9,0,NA,0.44,0,NA
FluNet - Non Sentinel,FR,NH,42,2022,ALL,NA,0.13,0.13,11.5,NA,NA,NA,NA,87,691,7806,NA,NA,NA,67885000,75,12,NA,0.11,0.02,NA
FluNet - Sentinel,FR,NH,42,2022,ALL,NA,0.64,0.79,11.5,NA,NA,NA,NA,13,16,7806,NA,NA,NA,67885000,13,0,NA,0.64,0,NA
FluNet - Non Sentinel,FR,NH,43,2022,ALL,NA,0.18,0.18,11.73,NA,NA,NA,NA,125,1236,7965,NA,NA,NA,67885000,110,15,NA,0.16,0.02,NA
FluNet - Sentinel,FR,NH,43,2022,ALL,NA,0.54,0.69,11.73,NA,NA,NA,NA,11,14,7965,NA,NA,NA,67885000,11,0,NA,0.54,0,NA
FluNet - Sentinel,FR,NH,44,2022,ALL,NA,0.49,0.69,9.42,NA,NA,NA,NA,10,14,6394,NA,NA,NA,67885000,10,0,NA,0.49,0,NA
FluNet - Non Sentinel,FR,NH,44,2022,ALL,NA,0.17,0.17,9.42,NA,NA,NA,NA,113,1564,6394,NA,NA,NA,67885000,95,18,NA,0.14,0.03,NA
FluNet - Sentinel,FR,NH,45,2022,ALL,NA,0.2,1.08,6.54,NA,NA,NA,NA,4,22,4442,NA,NA,NA,67885000,4,0,NA,0.2,0,NA
FluNet - Non Sentinel,FR,NH,45,2022,ALL,NA,0.26,0.26,6.54,NA,NA,NA,NA,175,1537,4442,NA,NA,NA,67885000,151,24,NA,0.22,0.04,NA
FluNet - Non Sentinel,FR,NH,46,2022,ALL,NA,0.45,0.45,6.13,NA,NA,NA,NA,303,2114,4163,NA,NA,NA,67885000,282,21,NA,0.42,0.03,NA
FluNet - Sentinel,FR,NH,46,2022,ALL,NA,0.88,2.11,6.13,NA,NA,NA,NA,18,43,4163,NA,NA,NA,67885000,16,2,NA,0.79,0.1,NA
FluNet - Non Sentinel,FR,NH,47,2022,ALL,NA,0.79,0.79,8.12,NA,NA,NA,NA,538,2559,5512,NA,NA,NA,67885000,492,46,NA,0.72,0.07,NA
FluNet - Sentinel,FR,NH,47,2022,ALL,NA,2.06,2.26,8.12,NA,NA,NA,NA,42,46,5512,NA,NA,NA,67885000,38,4,NA,1.87,0.2,NA
FluNet - Non Sentinel,FR,NH,48,2022,ALL,NA,1.34,1.34,8.5,NA,NA,NA,NA,913,2674,5769,NA,NA,NA,67885000,851,62,NA,1.25,0.09,NA
FluNet - Sentinel,FR,NH,48,2022,ALL,NA,2.9,1.52,8.5,NA,NA,NA,NA,59,31,5769,NA,NA,NA,67885000,53,6,NA,2.6,0.29,NA
FluNet - Sentinel,FR,NH,49,2022,ALL,NA,4.27,1.67,11.14,NA,NA,NA,NA,87,34,7560,NA,NA,NA,67885000,80,7,NA,3.93,0.34,NA
FluNet - Non Sentinel,FR,NH,49,2022,ALL,NA,2.78,2.78,11.14,NA,NA,NA,NA,1888,2524,7560,NA,NA,NA,67885000,1740,148,NA,2.56,0.22,NA
FluNet - Sentinel,FR,NH,50,2022,ALL,NA,7.37,1.08,13.73,NA,NA,NA,NA,150,22,9320,NA,NA,NA,67885000,140,10,NA,6.87,0.49,NA
FluNet - Non Sentinel,FR,NH,50,2022,ALL,NA,5.5,5.5,13.73,NA,NA,NA,NA,3733,1962,9320,NA,NA,NA,67885000,3533,200,NA,5.2,0.29,NA
FluNet - Non Sentinel,FR,NH,51,2022,ALL,NA,9.23,9.23,15.7,NA,NA,NA,NA,6268,1767,10661,NA,NA,NA,67885000,5876,392,NA,8.66,0.58,NA
FluNet - Sentinel,FR,NH,51,2022,ALL,NA,7.61,0.88,15.7,NA,NA,NA,NA,155,18,10661,NA,NA,NA,67885000,147,8,NA,7.22,0.39,NA
FluNet - Non Sentinel,FR,NH,52,2022,ALL,NA,6.81,6.81,14.85,NA,NA,NA,NA,4626,1483,10083,NA,NA,NA,67885000,4218,408,NA,6.21,0.6,NA
FluNet - Sentinel,FR,NH,52,2022,ALL,NA,3.29,0.29,14.85,NA,NA,NA,NA,67,6,10083,NA,NA,NA,67885000,56,11,NA,2.75,0.54,NA
