"","year","week","pathogen","Total","A00..04","A05..09","A10..14","A15..19","A20..24","A25..29","A30..34","A35..39","A40..44","A45..49","A50..54","A55..59","A60..64","A65..69","A70..74","A75..79","A80+"
"175",2017,19,"rsv",0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"176",2017,20,"rsv",0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"177",2017,21,"rsv",0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0
"178",2017,22,"rsv",0,0.03,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0
"179",2017,23,"rsv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"180",2017,24,"rsv",0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"181",2017,25,"rsv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"182",2017,26,"rsv",0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"183",2017,27,"rsv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"184",2017,28,"rsv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"185",2017,29,"rsv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"186",2017,30,"rsv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"187",2017,31,"rsv",0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"188",2017,32,"rsv",0,0,0.03,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0
"189",2017,33,"rsv",0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"190",2017,34,"rsv",0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0
"191",2017,35,"rsv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"192",2017,36,"rsv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"193",2017,37,"rsv",0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"194",2017,38,"rsv",0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"195",2017,39,"rsv",0,0.05,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"196",2017,40,"rsv",0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"197",2017,41,"rsv",0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0
"198",2017,42,"rsv",0,0.03,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0
"199",2017,43,"rsv",0,0.05,0.05,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"200",2017,44,"rsv",0,0.03,0.03,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0
"201",2017,45,"rsv",0,0.1,0,0.03,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0
"202",2017,46,"rsv",0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"203",2017,47,"rsv",0,0.1,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0
"204",2017,48,"rsv",0.01,0.29,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0
"205",2017,49,"rsv",0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"206",2017,50,"rsv",0.02,0.23,0.05,0,0.02,0,0,0,0,0,0,0,0,0.02,0,0,0,0.06
"207",2017,51,"rsv",0.02,0.42,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"208",2017,52,"rsv",0.03,0.65,0.03,0,0,0,0,0,0,0,0,0.03,0,0,0.02,0,0,0
"209",2018,1,"flu",2.02,4.84,3.36,1.46,1.35,0.8,1.02,1.11,2,1.96,2.36,2.02,2.01,1.64,1.62,2.14,2.52,2.91
"210",2018,2,"flu",3.77,7.19,6.25,4.56,3.35,2.04,1.67,2.34,3.47,4.53,4.24,4.04,3.68,3.16,3.28,3.75,4.06,3.93
"211",2018,3,"flu",6.5,19.63,18.26,10.34,6.97,3.23,2.84,3.65,6.17,6.24,6.79,5.61,5.39,4.45,3.43,4.33,4.69,5.41
"212",2018,4,"flu",13.3,29.67,43.59,27.81,16.63,6.05,5.25,7.12,12.78,15.18,13.49,12.05,10.96,9.58,6.9,7.19,7.57,8.86
"213",2018,5,"flu",21.81,42.7,67.64,50.84,30.16,9.46,8.42,11.86,21.63,24.51,22.84,19.81,18.1,16.16,10.78,11.17,12.34,14.04
"214",2018,6,"flu",24.79,50.65,59.37,41.23,28.04,10.8,9.94,14.28,26.26,30.96,30.04,24.78,23.69,21.62,13.46,16.03,17.81,18.43
"215",2018,7,"flu",31.98,59.95,56.72,36.21,30.21,17.53,15.76,21.21,34.37,38.52,40.09,34.82,33.89,30.38,21.09,23.25,25.51,30.76
"216",2018,8,"flu",49.43,85.06,80.88,48.5,47.07,29.37,24.64,33.57,51.6,58.02,60.35,56.41,53.78,47.62,34.65,37.8,44.59,51.51
"217",2018,9,"flu",59.42,107.7,96.31,58.46,51.19,30.8,29.47,40.38,58.57,63.89,67.25,65.05,64.92,58.46,43.03,50.52,57.52,71.07
"218",2018,10,"flu",71.21,128.52,112.57,68.56,59.4,34.25,37.27,49.47,71.08,76.6,79.44,77.14,77.91,71.48,54.58,60.11,72.4,86.16
"219",2018,11,"flu",61.33,122.96,91.04,56.65,46.69,29.54,32.37,43.23,61.01,63.17,65.96,66.02,66.51,61.6,49.49,55.11,63.48,74.44
"220",2018,12,"flu",34.67,83.33,57.16,27,22.42,16.57,18.72,27.06,35.8,35.9,35.15,33.75,36.91,33.49,27.4,30.97,35.55,40.42
"221",2018,13,"flu",18.06,50.19,27.68,9.99,10.86,8.26,10.48,13.96,19.33,17.92,17.62,17.09,18.2,17.53,15.25,16.92,19.84,21.29
"222",2018,14,"flu",8.97,23.09,11.71,3.94,3.8,3.25,5,6.57,9.46,8.98,9.03,8.42,9.54,8.89,8.25,9.22,11.31,13.31
"223",2018,15,"flu",5.39,13.76,6.5,3.19,2.8,2.56,3.04,4.85,6.3,6.24,5.4,4.92,5.53,5,5.11,4.61,5.86,6.75
"224",2018,16,"flu",2.52,8.28,4.39,1.43,1.52,1.37,1.54,1.92,3.07,2.45,1.98,2.35,2.26,1.85,1.93,3.08,2.37,2.58
"225",2018,17,"flu",0.63,2.7,1.2,0.27,0.42,0.15,0.15,0.35,0.84,0.64,0.39,0.49,0.5,0.45,0.75,0.72,0.71,0.54
"226",2018,18,"flu",0.27,0.97,0.49,0.03,0.2,0.15,0.19,0.3,0.29,0.21,0.21,0.2,0.23,0.2,0.27,0.19,0.51,0.2
"227",2018,19,"flu",0.1,0.64,0.11,0,0.15,0.09,0.08,0.09,0.08,0.08,0.09,0.01,0.06,0.13,0.04,0.08,0.02,0.15
"228",2018,20,"flu",0.06,0.2,0,0.05,0,0.02,0.06,0.07,0.02,0.02,0.07,0.07,0.05,0.09,0.08,0.11,0.12,0.04
"229",2018,21,"flu",0.04,0.13,0.05,0.03,0.05,0.04,0.04,0.02,0.02,0.04,0.02,0.01,0.06,0.05,0.04,0.03,0,0.02
"230",2018,22,"flu",0.05,0.33,0.25,0.03,0,0.04,0.06,0,0.02,0,0.02,0.01,0.03,0.04,0,0.08,0.07,0
"231",2018,23,"flu",0.02,0.18,0,0.03,0.05,0,0,0.04,0,0,0.05,0,0.02,0.02,0.02,0,0.02,0
"232",2018,24,"flu",0.03,0.08,0.08,0,0,0,0,0.04,0.06,0.08,0.02,0.01,0.02,0.04,0.04,0,0,0
"233",2018,25,"flu",0.02,0,0.05,0.03,0,0,0.06,0.04,0.02,0,0,0,0.03,0.04,0.06,0,0,0.04
"234",2018,26,"flu",0,0.05,0.03,0,0,0,0,0,0,0,0.02,0,0.02,0,0,0,0.05,0
"235",2018,27,"flu",0.03,0.13,0,0,0.05,0,0,0.06,0.02,0,0.04,0.01,0.03,0.02,0.02,0.03,0.02,0
"236",2018,28,"flu",0,0.03,0,0.03,0,0,0.02,0.04,0,0,0,0.01,0,0.02,0.02,0,0,0
"237",2018,29,"flu",0.02,0.08,0,0,0,0,0.06,0,0,0,0,0.03,0,0,0.02,0.06,0,0
"238",2018,30,"flu",0.01,0.1,0.03,0,0,0,0.02,0.02,0,0,0.02,0.01,0.05,0,0,0,0,0
"239",2018,31,"flu",0.01,0.05,0,0,0,0,0,0,0,0.04,0.02,0.01,0.02,0.02,0.02,0,0,0
"240",2018,32,"flu",0.01,0.03,0,0.03,0.02,0,0.02,0,0,0,0.02,0,0,0,0.02,0.06,0,0.02
"241",2018,33,"flu",0,0,0,0.03,0,0,0,0.04,0,0.02,0,0.01,0.02,0,0,0,0,0.02
"242",2018,34,"flu",0,0,0.05,0,0.02,0,0,0.02,0,0.02,0,0,0,0,0,0,0,0.02
"243",2018,35,"flu",0,0,0,0,0,0.04,0,0.04,0,0,0.02,0,0,0,0.02,0.03,0,0
"244",2018,36,"flu",0.02,0.05,0,0,0,0,0.04,0.02,0.04,0.04,0.02,0.04,0.02,0,0,0,0,0
"245",2018,37,"flu",0.01,0.05,0,0,0,0.04,0,0,0.04,0,0.02,0,0,0.02,0,0.03,0,0
"246",2018,38,"flu",0,0.03,0,0,0,0,0.02,0.02,0,0.02,0,0.01,0.03,0.02,0,0,0,0
"247",2018,39,"flu",0.02,0.08,0,0.03,0.02,0,0,0,0.06,0,0.04,0.04,0.05,0,0,0,0.02,0
"248",2018,40,"flu",0.02,0,0,0.03,0,0,0.02,0.02,0.04,0.02,0.02,0.01,0.02,0.05,0,0,0.02,0.02
"249",2018,41,"flu",0.04,0.13,0.03,0,0.02,0.04,0.04,0.06,0.02,0.06,0.04,0.07,0.03,0.04,0.04,0,0.07,0
"250",2018,42,"flu",0.03,0.23,0.03,0,0,0,0.02,0.06,0.02,0.04,0.02,0.04,0.02,0.04,0.02,0.03,0.02,0.02
"251",2018,43,"flu",0.06,0.13,0.05,0.05,0.05,0.04,0.06,0.09,0.08,0.02,0.05,0.09,0.06,0.07,0,0.11,0.02,0.06
"252",2018,44,"flu",0.04,0.18,0.03,0.08,0,0.04,0.06,0,0.04,0.02,0.02,0.03,0.05,0.04,0.1,0.06,0,0.06
"253",2018,45,"flu",0.09,0.48,0.16,0.08,0.12,0.07,0.06,0.02,0.06,0.06,0.09,0.12,0.06,0.05,0.06,0.06,0.07,0.02
"254",2018,46,"flu",0.11,0.46,0.19,0.05,0.12,0.07,0.21,0.11,0.06,0.04,0.13,0.07,0.11,0.05,0.04,0.08,0.02,0.11
"255",2018,47,"flu",0.13,0.48,0.3,0.14,0.22,0.04,0.1,0.06,0.11,0.14,0.09,0.13,0.06,0.05,0.12,0.11,0.07,0.06
"256",2018,48,"flu",0.22,0.97,0.41,0.03,0.2,0.15,0.17,0.15,0.15,0.21,0.16,0.2,0.15,0.22,0.17,0.11,0.07,0.33
"257",2018,49,"flu",0.34,1.2,0.82,0.24,0.32,0.15,0.17,0.31,0.29,0.33,0.29,0.26,0.23,0.31,0.17,0.33,0.27,0.44
"258",2018,50,"flu",0.41,1.73,1.17,0.16,0.17,0.26,0.35,0.42,0.25,0.41,0.32,0.28,0.35,0.33,0.29,0.39,0.32,0.24
"259",2018,51,"flu",0.56,2.22,1.26,0.59,0.37,0.3,0.46,0.46,0.51,0.58,0.38,0.36,0.38,0.44,0.39,0.42,0.42,0.54
"260",2018,52,"flu",0.36,1.25,0.63,0.24,0.2,0.17,0.35,0.41,0.21,0.31,0.2,0.12,0.41,0.29,0.23,0.42,0.49,0.5
"261",2018,1,"rsv",0.03,0.54,0,0,0.02,0,0,0,0,0,0,0,0.02,0,0,0,0,0
"262",2018,2,"rsv",0.05,0.76,0.08,0.08,0,0,0.04,0,0.02,0,0.02,0.01,0.02,0.02,0,0,0,0.02
"263",2018,3,"rsv",0.12,2.09,0.16,0.05,0,0.02,0,0.04,0,0,0.02,0.01,0.05,0.02,0,0.03,0,0
"264",2018,4,"rsv",0.21,3.26,0.25,0.05,0.07,0.02,0.08,0.07,0.04,0.04,0.02,0,0.06,0.04,0.04,0.11,0.02,0.07
"265",2018,5,"rsv",0.31,5.23,0.41,0.14,0.17,0.02,0,0.06,0.02,0.06,0.05,0.03,0.03,0.04,0.06,0.06,0.07,0.04
"266",2018,6,"rsv",0.34,5.58,0.46,0.24,0.15,0,0.04,0.11,0.08,0.04,0.07,0.04,0.08,0.07,0.02,0,0.02,0.04
"267",2018,7,"rsv",0.36,5.71,0.38,0.05,0.02,0.07,0.08,0.15,0.04,0.1,0.09,0.06,0.14,0.05,0.08,0.03,0.02,0.11
"268",2018,8,"rsv",0.27,4.23,0.22,0.14,0.05,0.07,0.04,0.02,0.1,0.04,0.05,0.1,0.09,0.05,0.08,0.03,0.05,0.07
"269",2018,9,"rsv",0.53,8.16,0.41,0.16,0.17,0.11,0.1,0.13,0.1,0.1,0.13,0.13,0.12,0.13,0.12,0.08,0.24,0.24
"270",2018,10,"rsv",0.5,6.68,0.41,0.27,0.25,0.09,0.12,0.24,0.15,0.12,0.2,0.12,0.2,0.09,0.23,0.14,0.22,0.37
"271",2018,11,"rsv",0.42,5.84,0.46,0.24,0.2,0.09,0.15,0.15,0.06,0.08,0.14,0.13,0.12,0.22,0.04,0.19,0.2,0.17
"272",2018,12,"rsv",0.4,4.95,0.44,0.38,0.32,0.04,0.13,0.13,0.11,0.08,0.09,0.12,0.15,0.18,0.15,0.06,0.24,0.26
"273",2018,13,"rsv",0.23,2.78,0.22,0.24,0.07,0.02,0.1,0.02,0.02,0.06,0.09,0.1,0.08,0.09,0.15,0.14,0.22,0.2
"274",2018,14,"rsv",0.14,1.91,0.14,0.11,0.05,0.02,0,0.02,0,0.04,0.05,0.01,0.06,0.07,0.04,0.03,0.07,0.13
"275",2018,15,"rsv",0.15,1.61,0.08,0.03,0,0.04,0.08,0.07,0.06,0.02,0.02,0.06,0.14,0.09,0.17,0.08,0.15,0.11
"276",2018,16,"rsv",0.08,0.87,0.05,0.05,0.02,0,0.02,0.02,0,0,0.05,0.01,0.08,0.04,0.08,0.03,0.05,0.09
"277",2018,17,"rsv",0.06,0.82,0.03,0,0,0,0,0.06,0,0.02,0.02,0,0.05,0.05,0.02,0.03,0.05,0.06
"278",2018,18,"rsv",0.03,0.48,0.03,0,0,0,0,0,0,0,0,0,0,0.02,0.02,0.03,0,0
"279",2018,19,"rsv",0.01,0.2,0.08,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0
"280",2018,20,"rsv",0.01,0.23,0,0,0,0,0,0,0,0,0,0.01,0,0,0.02,0,0,0
"281",2018,21,"rsv",0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"282",2018,22,"rsv",0,0.03,0.03,0.03,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0
"283",2018,23,"rsv",0,0.03,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"284",2018,24,"rsv",0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"285",2018,25,"rsv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"286",2018,26,"rsv",0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"287",2018,27,"rsv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"288",2018,28,"rsv",0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"289",2018,29,"rsv",0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"290",2018,30,"rsv",0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0
"291",2018,31,"rsv",0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"292",2018,32,"rsv",0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0
"293",2018,33,"rsv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"294",2018,34,"rsv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02
"295",2018,35,"rsv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"296",2018,36,"rsv",0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"297",2018,37,"rsv",0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"298",2018,38,"rsv",0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"299",2018,39,"rsv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"300",2018,40,"rsv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"301",2018,41,"rsv",0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"302",2018,42,"rsv",0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0
"303",2018,43,"rsv",0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"304",2018,44,"rsv",0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"305",2018,45,"rsv",0,0.05,0.03,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"306",2018,46,"rsv",0,0.18,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"307",2018,47,"rsv",0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"308",2018,48,"rsv",0.02,0.38,0.03,0,0.02,0,0,0,0,0,0,0,0,0,0.02,0,0.02,0
"309",2018,49,"rsv",0.03,0.54,0,0.03,0,0,0,0,0,0,0.02,0,0,0.02,0.02,0.03,0,0
"310",2018,50,"rsv",0.06,1.15,0.05,0.03,0,0.02,0,0,0.02,0,0,0,0,0,0,0,0,0.02
"311",2018,51,"rsv",0.09,1.5,0.14,0.05,0,0,0.04,0,0,0.02,0,0.04,0,0,0,0,0,0
"312",2018,52,"rsv",0.07,1.33,0,0,0,0,0,0,0,0.02,0,0,0,0.02,0,0,0.02,0
"313",2019,1,"flu",0.72,2.65,0.67,0.27,0.23,0.63,0.63,0.66,0.59,0.53,0.57,0.54,0.56,0.69,0.64,0.76,0.85,1.02
"314",2019,2,"flu",1.79,4.7,2.39,1.08,1.45,1.48,1.46,2,1.74,1.49,1.93,1.98,1.42,1.38,1.32,1.25,1.68,1.9
"315",2019,3,"flu",3.18,12.02,5.96,2.54,1.98,1.87,2.68,3.46,3.1,3.06,3.2,2.53,2.67,2.3,1.4,1.96,2.48,2.73
"316",2019,4,"flu",5.91,22.47,14.33,4.89,3.81,3.58,4.79,4.71,6.26,5.56,5.1,5.29,4.81,4.11,2.86,3.54,3.84,4.86
"317",2019,5,"flu",12.7,39.13,27.37,10.75,9.95,8.05,10.42,11.9,13.67,13.1,12.95,12.43,10.63,9.88,5.78,8.17,8.54,9.61
"318",2019,6,"flu",20.33,59.7,38.32,17.58,18.73,12.93,16.91,18.43,21.55,20.33,20.54,18.7,17.89,15.3,11.94,13.45,14.86,17.37
"319",2019,7,"flu",29.95,84.11,53.34,24.82,24.14,18.25,23.1,28.31,30.63,30.07,31.02,29.86,27.43,23.34,18.85,19.79,22.91,29.18
"320",2019,8,"flu",32.46,96.91,54.41,24.33,24.98,21.33,23.94,29.37,32.25,31.82,31.67,29.61,28.9,27.85,21.44,24.03,26.52,34.24
"321",2019,9,"flu",30.18,86.03,51.41,24.6,22.87,18.81,22.92,27.11,28.74,28.74,28.37,27.27,27.95,24.74,20.85,21.72,27.58,33.83
"322",2019,10,"flu",26.63,72.02,42.45,20.71,21.78,17.32,19.67,25.37,25.22,23.63,24.05,23.47,24.21,21.87,19.84,22.51,25.69,32.63
"323",2019,11,"flu",21.78,56.77,36.97,17.18,19.09,14.26,16.51,19.98,22.08,19.92,19.49,19,20.19,18.01,15.19,16.82,19.22,25.73
"324",2019,12,"flu",16.48,47.18,29.22,14.26,18.94,9.59,10.48,13.12,14.26,13.99,13.56,13.87,14.55,13.99,11.59,13.66,15.32,21.1
"325",2019,13,"flu",10.77,30.34,18.65,9.83,10.03,6.66,6.27,9.06,9.93,8.94,9.44,8.9,8.74,8.89,8.23,9.42,11.66,13.55
"326",2019,14,"flu",6.26,18.18,10.73,6.62,4.7,3.34,4.24,5.22,5.54,5.26,5.01,4.8,5.09,5.42,4.2,5.88,6.55,9.12
"327",2019,15,"flu",3.73,9.14,5.37,3.89,2.87,1.97,2.62,3,3.35,3.56,2.77,2.95,3.22,3.17,3.21,3.08,4.33,6.34
"328",2019,16,"flu",1.72,4.44,2.25,1.65,1.55,1.24,1.02,1.53,1.47,1.2,1.1,1.16,1.35,1.52,1.56,1.93,2.37,2.9
"329",2019,17,"flu",1.18,2.6,1.31,0.54,0.94,0.69,0.55,0.91,0.78,0.65,0.8,0.77,0.95,1.03,0.99,1.61,2.79,2.59
"330",2019,18,"flu",0.53,1.19,0.51,0.35,0.2,0.26,0.35,0.53,0.55,0.24,0.28,0.49,0.42,0.5,0.62,0.71,0.83,1.04
"331",2019,19,"flu",0.37,0.86,0.59,0.46,0.58,0.28,0.35,0.16,0.34,0.16,0.25,0.27,0.27,0.23,0.33,0.3,0.54,0.51
"332",2019,20,"flu",0.23,0.56,0.24,0.16,0.2,0.26,0.08,0.25,0.3,0.24,0.06,0.09,0.13,0.28,0.23,0.22,0.41,0.4
"333",2019,21,"flu",0.17,0.45,0.19,0.14,0.13,0.07,0.14,0.13,0.09,0.12,0.11,0.15,0.21,0.14,0.1,0.11,0.39,0.25
"334",2019,22,"flu",0.1,0.25,0.11,0.05,0.1,0.04,0.08,0.07,0.13,0.06,0.02,0.07,0.1,0.02,0.04,0.14,0.13,0.3
"335",2019,23,"flu",0.07,0.28,0.08,0.16,0.05,0.02,0.02,0.07,0.02,0.02,0.04,0.03,0.09,0.07,0.06,0.14,0.03,0.11
"336",2019,24,"flu",0.04,0.13,0.03,0,0,0.07,0.02,0.05,0.02,0.02,0,0.01,0.04,0.09,0.02,0.14,0,0
"337",2019,25,"flu",0.02,0.03,0,0.03,0,0.04,0.02,0,0,0,0.02,0.04,0.03,0.02,0,0,0.03,0
"338",2019,26,"flu",0.03,0.1,0.05,0.03,0.03,0.07,0.04,0,0.04,0.02,0.04,0,0.01,0.02,0.02,0,0.03,0
"339",2019,27,"flu",0.03,0.05,0.03,0,0.03,0,0,0.04,0,0,0.02,0.07,0.01,0.07,0.02,0.08,0,0.02
"340",2019,28,"flu",0.02,0,0,0,0,0,0.06,0.04,0.02,0,0.02,0.01,0.01,0.05,0,0.03,0,0.02
"341",2019,29,"flu",0.02,0.03,0,0,0.03,0.02,0,0,0.02,0,0.08,0,0.06,0.04,0.04,0,0.03,0.04
"342",2019,30,"flu",0.02,0,0,0,0.03,0.04,0.04,0,0,0.04,0.02,0.01,0,0,0.02,0.03,0.05,0
"343",2019,31,"flu",0.03,0.05,0,0.05,0,0.09,0,0.02,0,0,0.04,0.03,0,0.05,0.04,0.03,0.03,0.05
"344",2019,32,"flu",0.02,0.05,0.03,0,0.03,0.02,0.02,0.02,0.02,0,0,0,0.01,0.02,0.02,0.03,0,0.02
"345",2019,33,"flu",0.02,0,0.03,0,0,0.02,0.04,0.07,0.02,0.02,0,0.01,0.04,0.02,0,0,0.08,0.02
"346",2019,34,"flu",0.02,0.05,0,0.05,0.03,0,0.06,0.02,0,0.02,0.02,0,0.01,0.04,0,0.03,0,0
"347",2019,35,"flu",0.02,0.08,0.03,0,0,0.02,0.02,0.02,0.02,0.04,0,0.01,0.04,0.02,0.06,0,0.05,0
"348",2019,36,"flu",0.03,0.08,0.03,0,0.05,0.11,0.02,0.04,0.02,0.04,0,0.07,0,0.02,0.02,0,0,0
"349",2019,37,"flu",0.04,0.08,0.08,0.08,0.03,0.04,0.02,0.02,0.02,0.06,0.06,0.04,0.06,0.05,0.02,0.03,0,0.04
"350",2019,38,"flu",0.03,0.08,0.03,0,0.03,0.04,0.04,0,0.08,0,0,0.03,0.07,0.02,0.06,0,0.08,0.04
"351",2019,39,"flu",0.05,0.05,0.05,0,0,0.02,0.02,0.09,0.04,0.14,0.02,0.07,0.06,0.02,0.06,0.08,0,0.05
"352",2019,40,"flu",0.04,0.08,0.05,0,0.03,0.04,0.1,0.05,0.04,0.08,0.02,0.06,0.01,0.04,0.06,0.03,0,0.02
"353",2019,41,"flu",0.07,0.1,0.05,0.03,0.03,0.13,0.12,0.09,0.09,0,0.09,0.13,0.04,0.04,0.06,0.03,0.08,0.11
"354",2019,42,"flu",0.14,0.45,0.21,0.03,0.05,0.15,0.08,0.09,0.08,0.04,0.15,0.09,0.15,0.14,0.14,0.3,0.18,0.16
"355",2019,43,"flu",0.1,0.25,0.19,0.08,0.03,0.13,0.1,0.15,0.04,0.12,0.08,0.1,0.12,0.05,0,0.11,0.05,0.12
