data_source,year,week,age_group,hsp_rate_flu
FluSurv-NET,2018,17,5-17,0.3
FluSurv-NET,2017,40,18-49,0.1
FluSurv-NET,2017,41,18-49,0
FluSurv-NET,2017,42,18-49,0.1
FluSurv-NET,2017,43,18-49,0
FluSurv-NET,2017,44,18-49,0.1
FluSurv-NET,2017,45,18-49,0.1
FluSurv-NET,2017,46,18-49,0.2
FluSurv-NET,2017,47,18-49,0.3
FluSurv-NET,2017,48,18-49,0.4
FluSurv-NET,2017,49,18-49,0.5
FluSurv-NET,2017,50,18-49,0.7
FluSurv-NET,2017,51,18-49,1.4
FluSurv-NET,2017,52,18-49,2.1
FluSurv-NET,2018,1,18-49,2.5
FluSurv-NET,2018,2,18-49,3
FluSurv-NET,2018,3,18-49,2.6
FluSurv-NET,2018,4,18-49,2.6
FluSurv-NET,2018,5,18-49,2.3
FluSurv-NET,2018,6,18-49,2.4
FluSurv-NET,2018,7,18-49,1.8
FluSurv-NET,2018,8,18-49,1.4
FluSurv-NET,2018,9,18-49,1
FluSurv-NET,2018,10,18-49,0.8
FluSurv-NET,2018,11,18-49,0.7
FluSurv-NET,2018,12,18-49,0.7
FluSurv-NET,2018,13,18-49,0.7
FluSurv-NET,2018,14,18-49,0.6
FluSurv-NET,2018,15,18-49,0.3
FluSurv-NET,2018,16,18-49,0.3
FluSurv-NET,2018,17,18-49,0.3
FluSurv-NET,2017,40,50-64,0.1
FluSurv-NET,2017,41,50-64,0.1
FluSurv-NET,2017,42,50-64,0.2
FluSurv-NET,2017,43,50-64,0.3
FluSurv-NET,2017,44,50-64,0.3
FluSurv-NET,2017,45,50-64,0.5
FluSurv-NET,2017,46,50-64,0.5
FluSurv-NET,2017,47,50-64,0.9
FluSurv-NET,2017,48,50-64,1
FluSurv-NET,2017,49,50-64,1.3
FluSurv-NET,2017,50,50-64,2.7
FluSurv-NET,2017,51,50-64,5.7
FluSurv-NET,2017,52,50-64,8.1
FluSurv-NET,2018,1,50-64,11.3
FluSurv-NET,2018,2,50-64,10.6
FluSurv-NET,2018,3,50-64,9.3
FluSurv-NET,2018,4,50-64,8.9
FluSurv-NET,2018,5,50-64,8.4
FluSurv-NET,2018,6,50-64,8.6
FluSurv-NET,2018,7,50-64,7.3
FluSurv-NET,2018,8,50-64,5.6
FluSurv-NET,2018,9,50-64,4.1
FluSurv-NET,2018,10,50-64,3
FluSurv-NET,2018,11,50-64,2.9
FluSurv-NET,2018,12,50-64,2.5
FluSurv-NET,2018,13,50-64,2.4
FluSurv-NET,2018,14,50-64,2.3
FluSurv-NET,2018,15,50-64,1.7
FluSurv-NET,2018,16,50-64,1.2
FluSurv-NET,2018,17,50-64,0.9
FluSurv-NET,2017,40,65+,0.4
FluSurv-NET,2017,41,65+,0.5
FluSurv-NET,2017,42,65+,1.1
FluSurv-NET,2017,43,65+,0.9
FluSurv-NET,2017,44,65+,0.9
FluSurv-NET,2017,45,65+,1.2
FluSurv-NET,2017,46,65+,1.6
FluSurv-NET,2017,47,65+,2.8
FluSurv-NET,2017,48,65+,4.9
FluSurv-NET,2017,49,65+,5.7
FluSurv-NET,2017,50,65+,9.3
FluSurv-NET,2017,51,65+,19.4
FluSurv-NET,2017,52,65+,38.1
FluSurv-NET,2018,1,65+,47.8
FluSurv-NET,2018,2,65+,42.8
FluSurv-NET,2018,3,65+,39.3
FluSurv-NET,2018,4,65+,36.3
FluSurv-NET,2018,5,65+,31.6
FluSurv-NET,2018,6,65+,26.1
FluSurv-NET,2018,7,65+,25.3
FluSurv-NET,2018,8,65+,21.7
FluSurv-NET,2018,9,65+,14.9
FluSurv-NET,2018,10,65+,11.8
FluSurv-NET,2018,11,65+,12.4
FluSurv-NET,2018,12,65+,8.9
FluSurv-NET,2018,13,65+,9.5
FluSurv-NET,2018,14,65+,7.9
FluSurv-NET,2018,15,65+,5.8
FluSurv-NET,2018,16,65+,4.3
FluSurv-NET,2018,17,65+,4
FluSurv-NET,2017,40,65-74,0.2
FluSurv-NET,2017,41,65-74,0.2
FluSurv-NET,2017,42,65-74,0.6
FluSurv-NET,2017,43,65-74,0.8
FluSurv-NET,2017,44,65-74,0.5
FluSurv-NET,2017,45,65-74,0.7
FluSurv-NET,2017,46,65-74,1
FluSurv-NET,2017,47,65-74,1.7
FluSurv-NET,2017,48,65-74,2.8
FluSurv-NET,2017,49,65-74,3
FluSurv-NET,2017,50,65-74,5.7
FluSurv-NET,2017,51,65-74,10.4
FluSurv-NET,2017,52,65-74,17.7
FluSurv-NET,2018,1,65-74,24.2
FluSurv-NET,2018,2,65-74,24.4
FluSurv-NET,2018,3,65-74,22.4
FluSurv-NET,2018,4,65-74,20.4
FluSurv-NET,2018,5,65-74,18.1
FluSurv-NET,2018,6,65-74,15.9
FluSurv-NET,2018,7,65-74,14.9
FluSurv-NET,2018,8,65-74,12.3
FluSurv-NET,2018,9,65-74,8.5
FluSurv-NET,2018,10,65-74,7.3
FluSurv-NET,2018,11,65-74,7.1
FluSurv-NET,2018,12,65-74,5.7
FluSurv-NET,2018,13,65-74,5.4
FluSurv-NET,2018,14,65-74,4.8
FluSurv-NET,2018,15,65-74,3.5
FluSurv-NET,2018,16,65-74,2.6
FluSurv-NET,2018,17,65-74,2.6
FluSurv-NET,2017,40,75-84,0.8
FluSurv-NET,2017,41,75-84,0.5
FluSurv-NET,2017,42,75-84,1.6
FluSurv-NET,2017,43,75-84,1
FluSurv-NET,2017,44,75-84,1.2
FluSurv-NET,2017,45,75-84,1.5
FluSurv-NET,2017,46,75-84,2.2
FluSurv-NET,2017,47,75-84,2.9
FluSurv-NET,2017,48,75-84,5.8
FluSurv-NET,2017,49,75-84,7
FluSurv-NET,2017,50,75-84,10.9
FluSurv-NET,2017,51,75-84,25.4
FluSurv-NET,2017,52,75-84,49.8
FluSurv-NET,2018,1,75-84,60.6
FluSurv-NET,2018,2,75-84,53
FluSurv-NET,2018,3,75-84,49.9
FluSurv-NET,2018,4,75-84,46.7
FluSurv-NET,2018,5,75-84,37.4
FluSurv-NET,2018,6,75-84,31.2
FluSurv-NET,2018,7,75-84,32
FluSurv-NET,2018,8,75-84,29
FluSurv-NET,2018,9,75-84,18.2
FluSurv-NET,2018,10,75-84,14.3
FluSurv-NET,2018,11,75-84,15.3
FluSurv-NET,2018,12,75-84,11.6
FluSurv-NET,2018,13,75-84,12.1
FluSurv-NET,2018,14,75-84,9.2
FluSurv-NET,2018,15,75-84,7.9
FluSurv-NET,2018,16,75-84,5.1
FluSurv-NET,2018,17,75-84,4.7
FluSurv-NET,2017,40,85+,0.6
FluSurv-NET,2017,41,85+,1.6
FluSurv-NET,2017,42,85+,2.2
FluSurv-NET,2017,43,85+,1
FluSurv-NET,2017,44,85+,2.4
FluSurv-NET,2017,45,85+,3
FluSurv-NET,2017,46,85+,3.4
FluSurv-NET,2017,47,85+,7.8
FluSurv-NET,2017,48,85+,13.3
FluSurv-NET,2017,49,85+,16.3
FluSurv-NET,2017,50,85+,23.3
FluSurv-NET,2017,51,85+,49.1
FluSurv-NET,2017,52,85+,110.8
FluSurv-NET,2018,1,85+,133.5
FluSurv-NET,2018,2,85+,109
FluSurv-NET,2018,3,85+,97.7
FluSurv-NET,2018,4,85+,89.9
FluSurv-NET,2018,5,85+,83.9
FluSurv-NET,2018,6,85+,64.5
FluSurv-NET,2018,7,85+,60.5
FluSurv-NET,2018,8,85+,51.5
FluSurv-NET,2018,9,85+,38.6
FluSurv-NET,2018,10,85+,27.7
FluSurv-NET,2018,11,85+,31.4
FluSurv-NET,2018,12,85+,18.5
FluSurv-NET,2018,13,85+,23.3
FluSurv-NET,2018,14,85+,20.1
FluSurv-NET,2018,15,85+,12.1
FluSurv-NET,2018,16,85+,10.9
FluSurv-NET,2018,17,85+,9
FluSurv-NET,2017,40,18-29,0
FluSurv-NET,2017,41,18-29,0
FluSurv-NET,2017,42,18-29,0.1
FluSurv-NET,2017,43,18-29,0
FluSurv-NET,2017,44,18-29,0.2
FluSurv-NET,2017,45,18-29,0.1
FluSurv-NET,2017,46,18-29,0.2
FluSurv-NET,2017,47,18-29,0.2
FluSurv-NET,2017,48,18-29,0.3
FluSurv-NET,2017,49,18-29,0.4
FluSurv-NET,2017,50,18-29,0.6
FluSurv-NET,2017,51,18-29,1
FluSurv-NET,2017,52,18-29,1.4
FluSurv-NET,2018,1,18-29,1.9
FluSurv-NET,2018,2,18-29,2
FluSurv-NET,2018,3,18-29,1.6
FluSurv-NET,2018,4,18-29,1.9
FluSurv-NET,2018,5,18-29,1.7
FluSurv-NET,2018,6,18-29,1.7
FluSurv-NET,2018,7,18-29,1.6
FluSurv-NET,2018,8,18-29,1.1
FluSurv-NET,2018,9,18-29,0.7
FluSurv-NET,2018,10,18-29,0.5
FluSurv-NET,2018,11,18-29,0.5
FluSurv-NET,2018,12,18-29,0.6
FluSurv-NET,2018,13,18-29,0.5
FluSurv-NET,2018,14,18-29,0.4
FluSurv-NET,2018,15,18-29,0.2
FluSurv-NET,2018,16,18-29,0.1
FluSurv-NET,2018,17,18-29,0.3
FluSurv-NET,2017,40,30-39,0.1
FluSurv-NET,2017,41,30-39,0
FluSurv-NET,2017,42,30-39,0.1
FluSurv-NET,2017,43,30-39,0
FluSurv-NET,2017,44,30-39,0.1
FluSurv-NET,2017,45,30-39,0.1
FluSurv-NET,2017,46,30-39,0.1
FluSurv-NET,2017,47,30-39,0.3
FluSurv-NET,2017,48,30-39,0.4
FluSurv-NET,2017,49,30-39,0.6
FluSurv-NET,2017,50,30-39,0.5
FluSurv-NET,2017,51,30-39,1.3
FluSurv-NET,2017,52,30-39,1.8
FluSurv-NET,2018,1,30-39,2.4
FluSurv-NET,2018,2,30-39,3.1
FluSurv-NET,2018,3,30-39,2.3
FluSurv-NET,2018,4,30-39,2.3
FluSurv-NET,2018,5,30-39,2.3
FluSurv-NET,2018,6,30-39,2.2
FluSurv-NET,2018,7,30-39,1.4
FluSurv-NET,2018,8,30-39,1
FluSurv-NET,2018,9,30-39,0.8
FluSurv-NET,2018,10,30-39,0.6
FluSurv-NET,2018,11,30-39,0.6
FluSurv-NET,2018,12,30-39,0.6
FluSurv-NET,2018,13,30-39,0.5
FluSurv-NET,2018,14,30-39,0.5
FluSurv-NET,2018,15,30-39,0.3
FluSurv-NET,2018,16,30-39,0.3
FluSurv-NET,2018,17,30-39,0.3
FluSurv-NET,2017,40,40-49,0
FluSurv-NET,2017,41,40-49,0.1
FluSurv-NET,2017,42,40-49,0.1
FluSurv-NET,2017,43,40-49,0.1
FluSurv-NET,2017,44,40-49,0.1
FluSurv-NET,2017,45,40-49,0.2
FluSurv-NET,2017,46,40-49,0.2
FluSurv-NET,2017,47,40-49,0.3
FluSurv-NET,2017,48,40-49,0.6
FluSurv-NET,2017,49,40-49,0.6
FluSurv-NET,2017,50,40-49,1.1
FluSurv-NET,2017,51,40-49,2
FluSurv-NET,2017,52,40-49,3.2
FluSurv-NET,2018,1,40-49,3.2
FluSurv-NET,2018,2,40-49,4.3
FluSurv-NET,2018,3,40-49,4.3
FluSurv-NET,2018,4,40-49,3.8
FluSurv-NET,2018,5,40-49,3.2
FluSurv-NET,2018,6,40-49,3.5
FluSurv-NET,2018,7,40-49,2.5
FluSurv-NET,2018,8,40-49,2.1
FluSurv-NET,2018,9,40-49,1.5
FluSurv-NET,2018,10,40-49,1.4
FluSurv-NET,2018,11,40-49,1.1
FluSurv-NET,2018,12,40-49,1
FluSurv-NET,2018,13,40-49,1.1
FluSurv-NET,2018,14,40-49,0.9
FluSurv-NET,2018,15,40-49,0.4
FluSurv-NET,2018,16,40-49,0.5
FluSurv-NET,2018,17,40-49,0.5
FluSurv-NET,2017,40,5-11,0
FluSurv-NET,2017,41,5-11,0.1
FluSurv-NET,2017,42,5-11,0.1
FluSurv-NET,2017,43,5-11,0
FluSurv-NET,2017,44,5-11,0.2
FluSurv-NET,2017,45,5-11,0.2
FluSurv-NET,2017,46,5-11,0.2
FluSurv-NET,2017,47,5-11,0.4
FluSurv-NET,2017,48,5-11,0.3
FluSurv-NET,2017,49,5-11,0.4
FluSurv-NET,2017,50,5-11,0.8
FluSurv-NET,2017,51,5-11,1
FluSurv-NET,2017,52,5-11,1.1
FluSurv-NET,2018,1,5-11,0.8
FluSurv-NET,2018,2,5-11,1.4
FluSurv-NET,2018,3,5-11,1.5
FluSurv-NET,2018,4,5-11,1.5
FluSurv-NET,2018,5,5-11,2.7
FluSurv-NET,2018,6,5-11,2.3
FluSurv-NET,2018,7,5-11,2
FluSurv-NET,2018,8,5-11,2
FluSurv-NET,2018,9,5-11,1.1
FluSurv-NET,2018,10,5-11,1
FluSurv-NET,2018,11,5-11,0.8
FluSurv-NET,2018,12,5-11,0.7
FluSurv-NET,2018,13,5-11,0.6
FluSurv-NET,2018,14,5-11,0.3
FluSurv-NET,2018,15,5-11,0.1
FluSurv-NET,2018,16,5-11,0.4
FluSurv-NET,2018,17,5-11,0.3
FluSurv-NET,2017,40,12-17,0
FluSurv-NET,2017,41,12-17,0
FluSurv-NET,2017,42,12-17,0
FluSurv-NET,2017,43,12-17,0
FluSurv-NET,2017,44,12-17,0
FluSurv-NET,2017,45,12-17,0
FluSurv-NET,2017,46,12-17,0.1
FluSurv-NET,2017,47,12-17,0.1
FluSurv-NET,2017,48,12-17,0.1
FluSurv-NET,2017,49,12-17,0
FluSurv-NET,2017,50,12-17,0.3
FluSurv-NET,2017,51,12-17,0.2
FluSurv-NET,2017,52,12-17,0.8
FluSurv-NET,2018,1,12-17,0.9
FluSurv-NET,2018,2,12-17,1.3
FluSurv-NET,2018,3,12-17,1
FluSurv-NET,2018,4,12-17,1.2
FluSurv-NET,2018,5,12-17,1.5
FluSurv-NET,2018,6,12-17,1.4
FluSurv-NET,2018,7,12-17,1.4
FluSurv-NET,2018,8,12-17,1.1
FluSurv-NET,2018,9,12-17,0.5
FluSurv-NET,2018,10,12-17,0.4
FluSurv-NET,2018,11,12-17,0.3
FluSurv-NET,2018,12,12-17,0.5
FluSurv-NET,2018,13,12-17,0.4
FluSurv-NET,2018,14,12-17,0
FluSurv-NET,2018,15,12-17,0
FluSurv-NET,2018,16,12-17,0.1
FluSurv-NET,2018,17,12-17,0.3
FluSurv-NET,2017,40,0-17,0
FluSurv-NET,2017,41,0-17,0
FluSurv-NET,2017,42,0-17,0.1
FluSurv-NET,2017,43,0-17,0.1
FluSurv-NET,2017,44,0-17,0.2
FluSurv-NET,2017,45,0-17,0.1
FluSurv-NET,2017,46,0-17,0.2
FluSurv-NET,2017,47,0-17,0.4
FluSurv-NET,2017,48,0-17,0.4
FluSurv-NET,2017,49,0-17,0.4
FluSurv-NET,2017,50,0-17,0.9
FluSurv-NET,2017,51,0-17,1.2
FluSurv-NET,2017,52,0-17,2.1
FluSurv-NET,2018,1,0-17,1.7
FluSurv-NET,2018,2,0-17,2.3
FluSurv-NET,2018,3,0-17,2.2
FluSurv-NET,2018,4,0-17,3
FluSurv-NET,2018,5,0-17,3.4
FluSurv-NET,2018,6,0-17,3.1
FluSurv-NET,2018,7,0-17,2.7
FluSurv-NET,2018,8,0-17,2.3
FluSurv-NET,2018,9,0-17,1.3
FluSurv-NET,2018,10,0-17,1.1
FluSurv-NET,2018,11,0-17,0.9
FluSurv-NET,2018,12,0-17,1.1
FluSurv-NET,2018,13,0-17,0.7
FluSurv-NET,2018,14,0-17,0.4
FluSurv-NET,2018,15,0-17,0.3
FluSurv-NET,2018,16,0-17,0.3
FluSurv-NET,2018,17,0-17,0.5
FluSurv-NET,2017,40,18+,0.1
FluSurv-NET,2017,41,18+,0.1
FluSurv-NET,2017,42,18+,0.3
FluSurv-NET,2017,43,18+,0.3
FluSurv-NET,2017,44,18+,0.3
FluSurv-NET,2017,45,18+,0.4
FluSurv-NET,2017,46,18+,0.5
FluSurv-NET,2017,47,18+,0.9
FluSurv-NET,2017,48,18+,1.4
FluSurv-NET,2017,49,18+,1.7
FluSurv-NET,2017,50,18+,2.8
FluSurv-NET,2017,51,18+,5.6
FluSurv-NET,2017,52,18+,10
FluSurv-NET,2018,1,18+,12.7
FluSurv-NET,2018,2,18+,12
FluSurv-NET,2018,3,18+,10.8
FluSurv-NET,2018,4,18+,10.2
FluSurv-NET,2018,5,18+,9
FluSurv-NET,2018,6,18+,8.1
FluSurv-NET,2018,7,18+,7.3
FluSurv-NET,2018,8,18+,6
FluSurv-NET,2018,9,18+,4.2
FluSurv-NET,2018,10,18+,3.3
FluSurv-NET,2018,11,18+,3.3
FluSurv-NET,2018,12,18+,2.6
FluSurv-NET,2018,13,18+,2.7
FluSurv-NET,2018,14,18+,2.3
FluSurv-NET,2018,15,18+,1.6
FluSurv-NET,2018,16,18+,1.2
FluSurv-NET,2018,17,18+,1.1
FluSurv-NET,2018,40,ALL,0.1
FluSurv-NET,2018,41,ALL,0.1
FluSurv-NET,2018,42,ALL,0.1
FluSurv-NET,2018,43,ALL,0.1
FluSurv-NET,2018,44,ALL,0.2
FluSurv-NET,2018,45,ALL,0.2
FluSurv-NET,2018,46,ALL,0.2
FluSurv-NET,2018,47,ALL,0.3
FluSurv-NET,2018,48,ALL,0.6
FluSurv-NET,2018,49,ALL,0.7
FluSurv-NET,2018,50,ALL,1.2
FluSurv-NET,2018,51,ALL,1.9
FluSurv-NET,2018,52,ALL,2.9
FluSurv-NET,2019,1,ALL,3
FluSurv-NET,2019,2,ALL,2.5
FluSurv-NET,2019,3,ALL,2.1
FluSurv-NET,2019,4,ALL,2.3
FluSurv-NET,2019,5,ALL,3
FluSurv-NET,2019,6,ALL,3.5
FluSurv-NET,2019,7,ALL,3.8
FluSurv-NET,2019,8,ALL,4.6
FluSurv-NET,2019,9,ALL,4.6
FluSurv-NET,2019,10,ALL,5.2
FluSurv-NET,2019,11,ALL,5.5
FluSurv-NET,2019,12,ALL,4.8
FluSurv-NET,2019,13,ALL,3.6
FluSurv-NET,2019,14,ALL,2.7
FluSurv-NET,2019,15,ALL,1.8
FluSurv-NET,2019,16,ALL,1.1
FluSurv-NET,2019,17,ALL,0.8
FluSurv-NET,2018,40,0-4,0.1
FluSurv-NET,2018,41,0-4,0.2
FluSurv-NET,2018,42,0-4,0.1
FluSurv-NET,2018,43,0-4,0.2
FluSurv-NET,2018,44,0-4,0.5
FluSurv-NET,2018,45,0-4,0.4
FluSurv-NET,2018,46,0-4,0.3
FluSurv-NET,2018,47,0-4,0.6
FluSurv-NET,2018,48,0-4,1.3
FluSurv-NET,2018,49,0-4,1.9
FluSurv-NET,2018,50,0-4,3
FluSurv-NET,2018,51,0-4,3.8
FluSurv-NET,2018,52,0-4,5.4
FluSurv-NET,2019,1,0-4,3.9
FluSurv-NET,2019,2,0-4,3.2
FluSurv-NET,2019,3,0-4,2.5
FluSurv-NET,2019,4,0-4,3.1
FluSurv-NET,2019,5,0-4,4.1
FluSurv-NET,2019,6,0-4,3.1
FluSurv-NET,2019,7,0-4,4
FluSurv-NET,2019,8,0-4,4.6
FluSurv-NET,2019,9,0-4,3.9
FluSurv-NET,2019,10,0-4,4.7
FluSurv-NET,2019,11,0-4,4.3
FluSurv-NET,2019,12,0-4,3.4
FluSurv-NET,2019,13,0-4,2.7
FluSurv-NET,2019,14,0-4,2.3
FluSurv-NET,2019,15,0-4,1.3
FluSurv-NET,2019,16,0-4,0.9
FluSurv-NET,2019,17,0-4,1
FluSurv-NET,2018,40,5-17,0
FluSurv-NET,2018,41,5-17,0
FluSurv-NET,2018,42,5-17,0.1
FluSurv-NET,2018,43,5-17,0
FluSurv-NET,2018,44,5-17,0.1
FluSurv-NET,2018,45,5-17,0.1
FluSurv-NET,2018,46,5-17,0.2
FluSurv-NET,2018,47,5-17,0.1
FluSurv-NET,2018,48,5-17,0.3
FluSurv-NET,2018,49,5-17,0.3
FluSurv-NET,2018,50,5-17,0.8
FluSurv-NET,2018,51,5-17,1.4
FluSurv-NET,2018,52,5-17,0.9
FluSurv-NET,2019,1,5-17,0.3
FluSurv-NET,2019,2,5-17,0.6
FluSurv-NET,2019,3,5-17,0.8
FluSurv-NET,2019,4,5-17,1
FluSurv-NET,2019,5,5-17,1.2
FluSurv-NET,2019,6,5-17,1.2
FluSurv-NET,2019,7,5-17,1.4
FluSurv-NET,2019,8,5-17,1.5
FluSurv-NET,2019,9,5-17,1.3
FluSurv-NET,2019,10,5-17,1.3
FluSurv-NET,2019,11,5-17,1.3
FluSurv-NET,2019,12,5-17,1.3
FluSurv-NET,2019,13,5-17,0.8
FluSurv-NET,2019,14,5-17,0.6
FluSurv-NET,2019,15,5-17,0.3
FluSurv-NET,2019,16,5-17,0.3
FluSurv-NET,2019,17,5-17,0.3
FluSurv-NET,2018,40,18-49,0.1
FluSurv-NET,2018,41,18-49,0.1
FluSurv-NET,2018,42,18-49,0
FluSurv-NET,2018,43,18-49,0
FluSurv-NET,2018,44,18-49,0.1
FluSurv-NET,2018,45,18-49,0.1
FluSurv-NET,2018,46,18-49,0.1
FluSurv-NET,2018,47,18-49,0.2
FluSurv-NET,2018,48,18-49,0.3
FluSurv-NET,2018,49,18-49,0.3
FluSurv-NET,2018,50,18-49,0.5
FluSurv-NET,2018,51,18-49,1.1
FluSurv-NET,2018,52,18-49,1.4
FluSurv-NET,2019,1,18-49,1.5
FluSurv-NET,2019,2,18-49,1.2
FluSurv-NET,2019,3,18-49,0.9
FluSurv-NET,2019,4,18-49,1.2
FluSurv-NET,2019,5,18-49,1.1
FluSurv-NET,2019,6,18-49,1.4
FluSurv-NET,2019,7,18-49,1.4
FluSurv-NET,2019,8,18-49,1.8
FluSurv-NET,2019,9,18-49,1.5
FluSurv-NET,2019,10,18-49,1.8
FluSurv-NET,2019,11,18-49,1.8
FluSurv-NET,2019,12,18-49,1.6
FluSurv-NET,2019,13,18-49,1.1
FluSurv-NET,2019,14,18-49,0.8
FluSurv-NET,2019,15,18-49,0.6
FluSurv-NET,2019,16,18-49,0.4
FluSurv-NET,2019,17,18-49,0.3
FluSurv-NET,2018,40,50-64,0.1
FluSurv-NET,2018,41,50-64,0.1
FluSurv-NET,2018,42,50-64,0.2
FluSurv-NET,2018,43,50-64,0.1
FluSurv-NET,2018,44,50-64,0.1
FluSurv-NET,2018,45,50-64,0.2
FluSurv-NET,2018,46,50-64,0.3
FluSurv-NET,2018,47,50-64,0.4
FluSurv-NET,2018,48,50-64,0.6
FluSurv-NET,2018,49,50-64,0.8
FluSurv-NET,2018,50,50-64,1.7
FluSurv-NET,2018,51,50-64,2.1
FluSurv-NET,2018,52,50-64,3.9
FluSurv-NET,2019,1,50-64,4.3
FluSurv-NET,2019,2,50-64,4
FluSurv-NET,2019,3,50-64,3.5
FluSurv-NET,2019,4,50-64,3
FluSurv-NET,2019,5,50-64,4.4
FluSurv-NET,2019,6,50-64,4.8
FluSurv-NET,2019,7,50-64,5.2
FluSurv-NET,2019,8,50-64,5.4
FluSurv-NET,2019,9,50-64,5.5
FluSurv-NET,2019,10,50-64,6.3
FluSurv-NET,2019,11,50-64,6.6
FluSurv-NET,2019,12,50-64,5.4
FluSurv-NET,2019,13,50-64,4
FluSurv-NET,2019,14,50-64,2.6
FluSurv-NET,2019,15,50-64,1.8
FluSurv-NET,2019,16,50-64,1.3
FluSurv-NET,2019,17,50-64,0.6
FluSurv-NET,2018,40,65+,0.2
FluSurv-NET,2018,41,65+,0.3
FluSurv-NET,2018,42,65+,0.3
FluSurv-NET,2018,43,65+,0.3
FluSurv-NET,2018,44,65+,0.5
FluSurv-NET,2018,45,65+,0.5
FluSurv-NET,2018,46,65+,0.5
FluSurv-NET,2018,47,65+,0.8
FluSurv-NET,2018,48,65+,1.4
FluSurv-NET,2018,49,65+,1.6
FluSurv-NET,2018,50,65+,2.4
FluSurv-NET,2018,51,65+,4.3
FluSurv-NET,2018,52,65+,7.7
FluSurv-NET,2019,1,65+,8.9
FluSurv-NET,2019,2,65+,6.9
FluSurv-NET,2019,3,65+,5.5
FluSurv-NET,2019,4,65+,6.1
FluSurv-NET,2019,5,65+,8.5
FluSurv-NET,2019,6,65+,11
FluSurv-NET,2019,7,65+,12.5
FluSurv-NET,2019,8,65+,15.7
FluSurv-NET,2019,9,65+,16.9
FluSurv-NET,2019,10,65+,19.2
