data_source,year,week,age_group,hsp_rate_flu
FluSurv-NET,2019,11,65+,21.1
FluSurv-NET,2019,12,65+,18.7
FluSurv-NET,2019,13,65+,14.2
FluSurv-NET,2019,14,65+,11.1
FluSurv-NET,2019,15,65+,7.4
FluSurv-NET,2019,16,65+,4.2
FluSurv-NET,2019,17,65+,3.2
FluSurv-NET,2018,40,65-74,0.2
FluSurv-NET,2018,41,65-74,0.2
FluSurv-NET,2018,42,65-74,0.2
FluSurv-NET,2018,43,65-74,0.2
FluSurv-NET,2018,44,65-74,0.3
FluSurv-NET,2018,45,65-74,0.5
FluSurv-NET,2018,46,65-74,0.3
FluSurv-NET,2018,47,65-74,0.6
FluSurv-NET,2018,48,65-74,1
FluSurv-NET,2018,49,65-74,1.6
FluSurv-NET,2018,50,65-74,2.1
FluSurv-NET,2018,51,65-74,3.2
FluSurv-NET,2018,52,65-74,5.7
FluSurv-NET,2019,1,65-74,6.5
FluSurv-NET,2019,2,65-74,5.2
FluSurv-NET,2019,3,65-74,4.9
FluSurv-NET,2019,4,65-74,4.4
FluSurv-NET,2019,5,65-74,6.2
FluSurv-NET,2019,6,65-74,8.5
FluSurv-NET,2019,7,65-74,8.8
FluSurv-NET,2019,8,65-74,11
FluSurv-NET,2019,9,65-74,11.2
FluSurv-NET,2019,10,65-74,13.6
FluSurv-NET,2019,11,65-74,14
FluSurv-NET,2019,12,65-74,12
FluSurv-NET,2019,13,65-74,8.7
FluSurv-NET,2019,14,65-74,6.8
FluSurv-NET,2019,15,65-74,4
FluSurv-NET,2019,16,65-74,2.5
FluSurv-NET,2019,17,65-74,1.9
FluSurv-NET,2018,40,75-84,0.3
FluSurv-NET,2018,41,75-84,0.3
FluSurv-NET,2018,42,75-84,0.3
FluSurv-NET,2018,43,75-84,0.4
FluSurv-NET,2018,44,75-84,0.3
FluSurv-NET,2018,45,75-84,0.4
FluSurv-NET,2018,46,75-84,0.4
FluSurv-NET,2018,47,75-84,0.8
FluSurv-NET,2018,48,75-84,1.6
FluSurv-NET,2018,49,75-84,1.6
FluSurv-NET,2018,50,75-84,2.2
FluSurv-NET,2018,51,75-84,5.8
FluSurv-NET,2018,52,75-84,9.4
FluSurv-NET,2019,1,75-84,10.9
FluSurv-NET,2019,2,75-84,8
FluSurv-NET,2019,3,75-84,6.1
FluSurv-NET,2019,4,75-84,7.9
FluSurv-NET,2019,5,75-84,11.2
FluSurv-NET,2019,6,75-84,14
FluSurv-NET,2019,7,75-84,14.9
FluSurv-NET,2019,8,75-84,19.6
FluSurv-NET,2019,9,75-84,22.7
FluSurv-NET,2019,10,75-84,23.9
FluSurv-NET,2019,11,75-84,27
FluSurv-NET,2019,12,75-84,23.1
FluSurv-NET,2019,13,75-84,18.1
FluSurv-NET,2019,14,75-84,14.2
FluSurv-NET,2019,15,75-84,9.7
FluSurv-NET,2019,16,75-84,5.5
FluSurv-NET,2019,17,75-84,3.9
FluSurv-NET,2018,40,85+,0.2
FluSurv-NET,2018,41,85+,0.4
FluSurv-NET,2018,42,85+,1
FluSurv-NET,2018,43,85+,0.6
FluSurv-NET,2018,44,85+,1.6
FluSurv-NET,2018,45,85+,0.8
FluSurv-NET,2018,46,85+,1.8
FluSurv-NET,2018,47,85+,1.6
FluSurv-NET,2018,48,85+,2.6
FluSurv-NET,2018,49,85+,2
FluSurv-NET,2018,50,85+,4.4
FluSurv-NET,2018,51,85+,6
FluSurv-NET,2018,52,85+,13.7
FluSurv-NET,2019,1,85+,16.7
FluSurv-NET,2019,2,85+,12.3
FluSurv-NET,2019,3,85+,7.5
FluSurv-NET,2019,4,85+,9.9
FluSurv-NET,2019,5,85+,13.3
FluSurv-NET,2019,6,85+,16.7
FluSurv-NET,2019,7,85+,25.2
FluSurv-NET,2019,8,85+,29.4
FluSurv-NET,2019,9,85+,31.5
FluSurv-NET,2019,10,85+,36.1
FluSurv-NET,2019,11,85+,42.3
FluSurv-NET,2019,12,85+,41.7
FluSurv-NET,2019,13,85+,32.9
FluSurv-NET,2019,14,85+,25.2
FluSurv-NET,2019,15,85+,18.7
FluSurv-NET,2019,16,85+,9.9
FluSurv-NET,2019,17,85+,7.9
FluSurv-NET,2018,40,18-29,0
FluSurv-NET,2018,41,18-29,0.1
FluSurv-NET,2018,42,18-29,0
FluSurv-NET,2018,43,18-29,0
FluSurv-NET,2018,44,18-29,0.1
FluSurv-NET,2018,45,18-29,0.1
FluSurv-NET,2018,46,18-29,0
FluSurv-NET,2018,47,18-29,0.1
FluSurv-NET,2018,48,18-29,0.3
FluSurv-NET,2018,49,18-29,0.3
FluSurv-NET,2018,50,18-29,0.5
FluSurv-NET,2018,51,18-29,0.7
FluSurv-NET,2018,52,18-29,0.9
FluSurv-NET,2019,1,18-29,1.1
FluSurv-NET,2019,2,18-29,1
FluSurv-NET,2019,3,18-29,0.6
FluSurv-NET,2019,4,18-29,0.8
FluSurv-NET,2019,5,18-29,0.8
FluSurv-NET,2019,6,18-29,0.8
FluSurv-NET,2019,7,18-29,1
FluSurv-NET,2019,8,18-29,0.9
FluSurv-NET,2019,9,18-29,1.4
FluSurv-NET,2019,10,18-29,1.2
FluSurv-NET,2019,11,18-29,1.2
FluSurv-NET,2019,12,18-29,1.2
FluSurv-NET,2019,13,18-29,0.9
FluSurv-NET,2019,14,18-29,0.5
FluSurv-NET,2019,15,18-29,0.5
FluSurv-NET,2019,16,18-29,0.3
FluSurv-NET,2019,17,18-29,0.1
FluSurv-NET,2018,40,30-39,0
FluSurv-NET,2018,41,30-39,0
FluSurv-NET,2018,42,30-39,0
FluSurv-NET,2018,43,30-39,0
FluSurv-NET,2018,44,30-39,0
FluSurv-NET,2018,45,30-39,0.1
FluSurv-NET,2018,46,30-39,0.2
FluSurv-NET,2018,47,30-39,0.2
FluSurv-NET,2018,48,30-39,0.3
FluSurv-NET,2018,49,30-39,0.3
FluSurv-NET,2018,50,30-39,0.5
FluSurv-NET,2018,51,30-39,1.2
FluSurv-NET,2018,52,30-39,1.6
FluSurv-NET,2019,1,30-39,1.2
FluSurv-NET,2019,2,30-39,1.3
FluSurv-NET,2019,3,30-39,0.8
FluSurv-NET,2019,4,30-39,1.3
FluSurv-NET,2019,5,30-39,1.1
FluSurv-NET,2019,6,30-39,1.4
FluSurv-NET,2019,7,30-39,1.3
FluSurv-NET,2019,8,30-39,1.9
FluSurv-NET,2019,9,30-39,1.4
FluSurv-NET,2019,10,30-39,2
FluSurv-NET,2019,11,30-39,1.9
FluSurv-NET,2019,12,30-39,1.5
FluSurv-NET,2019,13,30-39,1.1
FluSurv-NET,2019,14,30-39,0.7
FluSurv-NET,2019,15,30-39,0.5
FluSurv-NET,2019,16,30-39,0.3
FluSurv-NET,2019,17,30-39,0.4
FluSurv-NET,2018,40,40-49,0.1
FluSurv-NET,2018,41,40-49,0.1
FluSurv-NET,2018,42,40-49,0.1
FluSurv-NET,2018,43,40-49,0.1
FluSurv-NET,2018,44,40-49,0.2
FluSurv-NET,2018,45,40-49,0.1
FluSurv-NET,2018,46,40-49,0.2
FluSurv-NET,2018,47,40-49,0.2
FluSurv-NET,2018,48,40-49,0.2
FluSurv-NET,2018,49,40-49,0.3
FluSurv-NET,2018,50,40-49,0.6
FluSurv-NET,2018,51,40-49,1.4
FluSurv-NET,2018,52,40-49,1.7
FluSurv-NET,2019,1,40-49,2.4
FluSurv-NET,2019,2,40-49,1.3
FluSurv-NET,2019,3,40-49,1.5
FluSurv-NET,2019,4,40-49,1.7
FluSurv-NET,2019,5,40-49,1.5
FluSurv-NET,2019,6,40-49,2.2
FluSurv-NET,2019,7,40-49,2
FluSurv-NET,2019,8,40-49,2.9
FluSurv-NET,2019,9,40-49,1.8
FluSurv-NET,2019,10,40-49,2.4
FluSurv-NET,2019,11,40-49,2.3
FluSurv-NET,2019,12,40-49,2.3
FluSurv-NET,2019,13,40-49,1.4
FluSurv-NET,2019,14,40-49,1.3
FluSurv-NET,2019,15,40-49,0.9
FluSurv-NET,2019,16,40-49,0.5
FluSurv-NET,2019,17,40-49,0.3
FluSurv-NET,2018,40,5-11,0
FluSurv-NET,2018,41,5-11,0
FluSurv-NET,2018,42,5-11,0.1
FluSurv-NET,2018,43,5-11,0
FluSurv-NET,2018,44,5-11,0.1
FluSurv-NET,2018,45,5-11,0.1
FluSurv-NET,2018,46,5-11,0.2
FluSurv-NET,2018,47,5-11,0.3
FluSurv-NET,2018,48,5-11,0.3
FluSurv-NET,2018,49,5-11,0.5
FluSurv-NET,2018,50,5-11,0.8
FluSurv-NET,2018,51,5-11,1.9
FluSurv-NET,2018,52,5-11,1.4
FluSurv-NET,2019,1,5-11,0.5
FluSurv-NET,2019,2,5-11,0.9
FluSurv-NET,2019,3,5-11,1.3
FluSurv-NET,2019,4,5-11,1.4
FluSurv-NET,2019,5,5-11,1.7
FluSurv-NET,2019,6,5-11,1.7
FluSurv-NET,2019,7,5-11,1.9
FluSurv-NET,2019,8,5-11,1.9
FluSurv-NET,2019,9,5-11,1.8
FluSurv-NET,2019,10,5-11,1.7
FluSurv-NET,2019,11,5-11,1.6
FluSurv-NET,2019,12,5-11,1.8
FluSurv-NET,2019,13,5-11,1.2
FluSurv-NET,2019,14,5-11,0.7
FluSurv-NET,2019,15,5-11,0.5
FluSurv-NET,2019,16,5-11,0.5
FluSurv-NET,2019,17,5-11,0.2
FluSurv-NET,2018,40,12-17,0
FluSurv-NET,2018,41,12-17,0
FluSurv-NET,2018,42,12-17,0
FluSurv-NET,2018,43,12-17,0
FluSurv-NET,2018,44,12-17,0
FluSurv-NET,2018,45,12-17,0
FluSurv-NET,2018,46,12-17,0.2
FluSurv-NET,2018,47,12-17,0
FluSurv-NET,2018,48,12-17,0.3
FluSurv-NET,2018,49,12-17,0.1
FluSurv-NET,2018,50,12-17,0.7
FluSurv-NET,2018,51,12-17,0.8
FluSurv-NET,2018,52,12-17,0.4
FluSurv-NET,2019,1,12-17,0
FluSurv-NET,2019,2,12-17,0.1
FluSurv-NET,2019,3,12-17,0.3
FluSurv-NET,2019,4,12-17,0.5
FluSurv-NET,2019,5,12-17,0.6
FluSurv-NET,2019,6,12-17,0.7
FluSurv-NET,2019,7,12-17,1
FluSurv-NET,2019,8,12-17,1.1
FluSurv-NET,2019,9,12-17,0.8
FluSurv-NET,2019,10,12-17,0.9
FluSurv-NET,2019,11,12-17,1
FluSurv-NET,2019,12,12-17,0.9
FluSurv-NET,2019,13,12-17,0.5
FluSurv-NET,2019,14,12-17,0.5
FluSurv-NET,2019,15,12-17,0.1
FluSurv-NET,2019,16,12-17,0.1
FluSurv-NET,2019,17,12-17,0.4
FluSurv-NET,2018,40,0-17,0
FluSurv-NET,2018,41,0-17,0
FluSurv-NET,2018,42,0-17,0.1
FluSurv-NET,2018,43,0-17,0.1
FluSurv-NET,2018,44,0-17,0.2
FluSurv-NET,2018,45,0-17,0.2
FluSurv-NET,2018,46,0-17,0.2
FluSurv-NET,2018,47,0-17,0.3
FluSurv-NET,2018,48,0-17,0.6
FluSurv-NET,2018,49,0-17,0.7
FluSurv-NET,2018,50,0-17,1.4
FluSurv-NET,2018,51,0-17,2
FluSurv-NET,2018,52,0-17,2.2
FluSurv-NET,2019,1,0-17,1.3
FluSurv-NET,2019,2,0-17,1.3
FluSurv-NET,2019,3,0-17,1.3
FluSurv-NET,2019,4,0-17,1.5
FluSurv-NET,2019,5,0-17,2
FluSurv-NET,2019,6,0-17,1.7
FluSurv-NET,2019,7,0-17,2.1
FluSurv-NET,2019,8,0-17,2.4
FluSurv-NET,2019,9,0-17,2
FluSurv-NET,2019,10,0-17,2.2
FluSurv-NET,2019,11,0-17,2.2
FluSurv-NET,2019,12,0-17,1.9
FluSurv-NET,2019,13,0-17,1.3
FluSurv-NET,2019,14,0-17,1.1
FluSurv-NET,2019,15,0-17,0.6
FluSurv-NET,2019,16,0-17,0.5
FluSurv-NET,2019,17,0-17,0.5
FluSurv-NET,2018,40,18+,0.1
FluSurv-NET,2018,41,18+,0.1
FluSurv-NET,2018,42,18+,0.1
FluSurv-NET,2018,43,18+,0.1
FluSurv-NET,2018,44,18+,0.2
FluSurv-NET,2018,45,18+,0.2
FluSurv-NET,2018,46,18+,0.2
FluSurv-NET,2018,47,18+,0.3
FluSurv-NET,2018,48,18+,0.6
FluSurv-NET,2018,49,18+,0.7
FluSurv-NET,2018,50,18+,1.1
FluSurv-NET,2018,51,18+,1.9
FluSurv-NET,2018,52,18+,3.1
FluSurv-NET,2019,1,18+,3.5
FluSurv-NET,2019,2,18+,2.9
FluSurv-NET,2019,3,18+,2.4
FluSurv-NET,2019,4,18+,2.5
FluSurv-NET,2019,5,18+,3.2
FluSurv-NET,2019,6,18+,4
FluSurv-NET,2019,7,18+,4.3
FluSurv-NET,2019,8,18+,5.2
FluSurv-NET,2019,9,18+,5.3
FluSurv-NET,2019,10,18+,6.1
FluSurv-NET,2019,11,18+,6.5
FluSurv-NET,2019,12,18+,5.7
FluSurv-NET,2019,13,18+,4.2
FluSurv-NET,2019,14,18+,3.1
FluSurv-NET,2019,15,18+,2.1
FluSurv-NET,2019,16,18+,1.3
FluSurv-NET,2019,17,18+,0.9
FluSurv-NET,2022,40,ALL,0.4
FluSurv-NET,2022,41,ALL,0.6
FluSurv-NET,2022,42,ALL,1
FluSurv-NET,2022,43,ALL,1.8
FluSurv-NET,2022,44,ALL,2.5
FluSurv-NET,2022,45,ALL,3.2
FluSurv-NET,2022,46,ALL,3.9
FluSurv-NET,2022,47,ALL,7.1
FluSurv-NET,2022,48,ALL,8.7
FluSurv-NET,2022,49,ALL,7.3
FluSurv-NET,2022,50,ALL,6.3
FluSurv-NET,2022,51,ALL,5.6
FluSurv-NET,2022,52,ALL,5.1
FluSurv-NET,2023,1,ALL,2.9
FluSurv-NET,2023,2,ALL,1.2
FluSurv-NET,2023,3,ALL,0.6
FluSurv-NET,2022,40,0-4,0.9
FluSurv-NET,2022,41,0-4,0.8
FluSurv-NET,2022,42,0-4,2
FluSurv-NET,2022,43,0-4,2.8
FluSurv-NET,2022,44,0-4,3.9
FluSurv-NET,2022,45,0-4,5.8
FluSurv-NET,2022,46,0-4,7.1
FluSurv-NET,2022,47,0-4,11.6
FluSurv-NET,2022,48,0-4,10.5
FluSurv-NET,2022,49,0-4,8.7
FluSurv-NET,2022,50,0-4,8.4
FluSurv-NET,2022,51,0-4,6.6
FluSurv-NET,2022,52,0-4,5.1
FluSurv-NET,2023,1,0-4,2.1
FluSurv-NET,2023,2,0-4,1.2
FluSurv-NET,2023,3,0-4,0.6
FluSurv-NET,2022,40,5-17,0.5
FluSurv-NET,2022,41,5-17,0.5
FluSurv-NET,2022,42,5-17,1
FluSurv-NET,2022,43,5-17,1.3
FluSurv-NET,2022,44,5-17,2.6
FluSurv-NET,2022,45,5-17,2.7
FluSurv-NET,2022,46,5-17,2.7
FluSurv-NET,2022,47,5-17,3.8
FluSurv-NET,2022,48,5-17,3.3
FluSurv-NET,2022,49,5-17,3
FluSurv-NET,2022,50,5-17,3.2
FluSurv-NET,2022,51,5-17,2.1
FluSurv-NET,2022,52,5-17,1.3
FluSurv-NET,2023,1,5-17,0.4
FluSurv-NET,2023,2,5-17,0.3
FluSurv-NET,2023,3,5-17,0.2
FluSurv-NET,2022,40,18-49,0.2
FluSurv-NET,2022,41,18-49,0.3
FluSurv-NET,2022,42,18-49,0.5
FluSurv-NET,2022,43,18-49,0.9
FluSurv-NET,2022,44,18-49,1.3
FluSurv-NET,2022,45,18-49,1.7
FluSurv-NET,2022,46,18-49,1.8
FluSurv-NET,2022,47,18-49,3.5
FluSurv-NET,2022,48,18-49,3.9
FluSurv-NET,2022,49,18-49,3.1
FluSurv-NET,2022,50,18-49,2.8
FluSurv-NET,2022,51,18-49,2.3
FluSurv-NET,2022,52,18-49,1.9
FluSurv-NET,2023,1,18-49,1.1
FluSurv-NET,2023,2,18-49,0.5
FluSurv-NET,2023,3,18-49,0.3
FluSurv-NET,2022,40,50-64,0.4
FluSurv-NET,2022,41,50-64,0.6
FluSurv-NET,2022,42,50-64,0.8
FluSurv-NET,2022,43,50-64,2.1
FluSurv-NET,2022,44,50-64,2.6
FluSurv-NET,2022,45,50-64,2.8
FluSurv-NET,2022,46,50-64,4.2
FluSurv-NET,2022,47,50-64,7.3
FluSurv-NET,2022,48,50-64,9.2
FluSurv-NET,2022,49,50-64,8.1
FluSurv-NET,2022,50,50-64,6.7
FluSurv-NET,2022,51,50-64,6.3
FluSurv-NET,2022,52,50-64,5.4
FluSurv-NET,2023,1,50-64,3
FluSurv-NET,2023,2,50-64,1.5
FluSurv-NET,2023,3,50-64,0.7
FluSurv-NET,2022,40,65+,0.9
FluSurv-NET,2022,41,65+,1.2
FluSurv-NET,2022,42,65+,2.3
FluSurv-NET,2022,43,65+,4
FluSurv-NET,2022,44,65+,5.4
FluSurv-NET,2022,45,65+,7.8
FluSurv-NET,2022,46,65+,9.7
FluSurv-NET,2022,47,65+,18.9
FluSurv-NET,2022,48,65+,27.2
FluSurv-NET,2022,49,65+,22.8
FluSurv-NET,2022,50,65+,18.7
FluSurv-NET,2022,51,65+,17.6
FluSurv-NET,2022,52,65+,18.3
FluSurv-NET,2023,1,65+,10.8
FluSurv-NET,2023,2,65+,3.9
FluSurv-NET,2023,3,65+,1.7
FluSurv-NET,2022,40,65-74,0.6
FluSurv-NET,2022,41,65-74,1
FluSurv-NET,2022,42,65-74,1.6
FluSurv-NET,2022,43,65-74,2.9
FluSurv-NET,2022,44,65-74,4.2
FluSurv-NET,2022,45,65-74,6.1
FluSurv-NET,2022,46,65-74,7.1
FluSurv-NET,2022,47,65-74,13.6
FluSurv-NET,2022,48,65-74,18.9
FluSurv-NET,2022,49,65-74,16.1
FluSurv-NET,2022,50,65-74,12.5
FluSurv-NET,2022,51,65-74,12.2
FluSurv-NET,2022,52,65-74,11.9
FluSurv-NET,2023,1,65-74,6.9
FluSurv-NET,2023,2,65-74,2.7
FluSurv-NET,2023,3,65-74,1.1
FluSurv-NET,2022,40,75-84,1.4
FluSurv-NET,2022,41,75-84,1.7
FluSurv-NET,2022,42,75-84,2.4
FluSurv-NET,2022,43,75-84,5.2
FluSurv-NET,2022,44,75-84,7.1
FluSurv-NET,2022,45,75-84,8.9
FluSurv-NET,2022,46,75-84,12.5
FluSurv-NET,2022,47,75-84,23.7
FluSurv-NET,2022,48,75-84,35.6
FluSurv-NET,2022,49,75-84,29.9
FluSurv-NET,2022,50,75-84,25.8
FluSurv-NET,2022,51,75-84,23.5
FluSurv-NET,2022,52,75-84,24.4
FluSurv-NET,2023,1,75-84,14
FluSurv-NET,2023,2,75-84,5.2
FluSurv-NET,2023,3,75-84,2.2
FluSurv-NET,2022,40,85+,1.4
FluSurv-NET,2022,41,85+,1.4
FluSurv-NET,2022,42,85+,5.7
FluSurv-NET,2022,43,85+,7
FluSurv-NET,2022,44,85+,7.2
FluSurv-NET,2022,45,85+,14.2
FluSurv-NET,2022,46,85+,16.6
FluSurv-NET,2022,47,85+,34.5
FluSurv-NET,2022,48,85+,49.9
FluSurv-NET,2022,49,85+,40.3
FluSurv-NET,2022,50,85+,33.1
FluSurv-NET,2022,51,85+,31
FluSurv-NET,2022,52,85+,36.6
FluSurv-NET,2023,1,85+,22.8
FluSurv-NET,2023,2,85+,6.8
FluSurv-NET,2023,3,85+,3.7
FluSurv-NET,2022,40,18-29,0.2
FluSurv-NET,2022,41,18-29,0.3
FluSurv-NET,2022,42,18-29,0.5
FluSurv-NET,2022,43,18-29,1
FluSurv-NET,2022,44,18-29,1.3
FluSurv-NET,2022,45,18-29,1.8
FluSurv-NET,2022,46,18-29,1.6
FluSurv-NET,2022,47,18-29,3.4
FluSurv-NET,2022,48,18-29,4.2
FluSurv-NET,2022,49,18-29,3.2
FluSurv-NET,2022,50,18-29,2.5
FluSurv-NET,2022,51,18-29,2
FluSurv-NET,2022,52,18-29,1.3
FluSurv-NET,2023,1,18-29,0.7
FluSurv-NET,2023,2,18-29,0.4
FluSurv-NET,2023,3,18-29,0.1
FluSurv-NET,2022,40,30-39,0.1
FluSurv-NET,2022,41,30-39,0.4
FluSurv-NET,2022,42,30-39,0.5
FluSurv-NET,2022,43,30-39,0.8
FluSurv-NET,2022,44,30-39,1.4
FluSurv-NET,2022,45,30-39,1.8
FluSurv-NET,2022,46,30-39,1.9
FluSurv-NET,2022,47,30-39,3.8
FluSurv-NET,2022,48,30-39,3.9
FluSurv-NET,2022,49,30-39,2.9
FluSurv-NET,2022,50,30-39,3.1
FluSurv-NET,2022,51,30-39,2.3
FluSurv-NET,2022,52,30-39,1.9
FluSurv-NET,2023,1,30-39,1.2
FluSurv-NET,2023,2,30-39,0.3
FluSurv-NET,2023,3,30-39,0.3
FluSurv-NET,2022,40,40-49,0.2
FluSurv-NET,2022,41,40-49,0.3
FluSurv-NET,2022,42,40-49,0.3
FluSurv-NET,2022,43,40-49,1
FluSurv-NET,2022,44,40-49,1.4
FluSurv-NET,2022,45,40-49,1.6
FluSurv-NET,2022,46,40-49,1.9
FluSurv-NET,2022,47,40-49,3.4
FluSurv-NET,2022,48,40-49,3.6
FluSurv-NET,2022,49,40-49,3.1
FluSurv-NET,2022,50,40-49,2.9
FluSurv-NET,2022,51,40-49,2.7
FluSurv-NET,2022,52,40-49,2.5
FluSurv-NET,2023,1,40-49,1.5
FluSurv-NET,2023,2,40-49,0.8
FluSurv-NET,2023,3,40-49,0.5
FluSurv-NET,2022,40,5-11,0.6
FluSurv-NET,2022,41,5-11,0.6
FluSurv-NET,2022,42,5-11,1
FluSurv-NET,2022,43,5-11,1.7
FluSurv-NET,2022,44,5-11,3.4
FluSurv-NET,2022,45,5-11,3.8
FluSurv-NET,2022,46,5-11,3.1
FluSurv-NET,2022,47,5-11,5
FluSurv-NET,2022,48,5-11,4.3
FluSurv-NET,2022,49,5-11,3.8
FluSurv-NET,2022,50,5-11,4.1
FluSurv-NET,2022,51,5-11,2.9
FluSurv-NET,2022,52,5-11,1.6
FluSurv-NET,2023,1,5-11,0.5
FluSurv-NET,2023,2,5-11,0.4
FluSurv-NET,2023,3,5-11,0.2
FluSurv-NET,2022,40,12-17,0.5
FluSurv-NET,2022,41,12-17,0.4
FluSurv-NET,2022,42,12-17,1
FluSurv-NET,2022,43,12-17,0.9
FluSurv-NET,2022,44,12-17,1.8
FluSurv-NET,2022,45,12-17,1.5
FluSurv-NET,2022,46,12-17,2.1
FluSurv-NET,2022,47,12-17,2.5
FluSurv-NET,2022,48,12-17,2.2
FluSurv-NET,2022,49,12-17,2.1
FluSurv-NET,2022,50,12-17,2.1
FluSurv-NET,2022,51,12-17,1.1
FluSurv-NET,2022,52,12-17,1
FluSurv-NET,2023,1,12-17,0.2
FluSurv-NET,2023,2,12-17,0
FluSurv-NET,2023,3,12-17,0.1
FluSurv-NET,2022,40,0-17,0.6
FluSurv-NET,2022,41,0-17,0.6
FluSurv-NET,2022,42,0-17,1.2
FluSurv-NET,2022,43,0-17,1.7
FluSurv-NET,2022,44,0-17,3
FluSurv-NET,2022,45,0-17,3.5
FluSurv-NET,2022,46,0-17,3.8
FluSurv-NET,2022,47,0-17,5.9
FluSurv-NET,2022,48,0-17,5.2
FluSurv-NET,2022,49,0-17,4.5
FluSurv-NET,2022,50,0-17,4.6
FluSurv-NET,2022,51,0-17,3.3
FluSurv-NET,2022,52,0-17,2.3
FluSurv-NET,2023,1,0-17,0.8
FluSurv-NET,2023,2,0-17,0.5
FluSurv-NET,2023,3,0-17,0.3
FluSurv-NET,2022,40,18+,0.4
FluSurv-NET,2022,41,18+,0.6
FluSurv-NET,2022,42,18+,0.9
FluSurv-NET,2022,43,18+,1.8
FluSurv-NET,2022,44,18+,2.4
FluSurv-NET,2022,45,18+,3.1
FluSurv-NET,2022,46,18+,3.9
FluSurv-NET,2022,47,18+,7.4
FluSurv-NET,2022,48,18+,9.7
FluSurv-NET,2022,49,18+,8.1
FluSurv-NET,2022,50,18+,6.8
FluSurv-NET,2022,51,18+,6.2
FluSurv-NET,2022,52,18+,5.9
FluSurv-NET,2023,1,18+,3.4
FluSurv-NET,2023,2,18+,1.4
FluSurv-NET,2023,3,18+,0.7
