data_source,year,week,age_group,hsp_rate_rsv
Entire Network (RSV-NET),2016,40,ALL,0
Entire Network (RSV-NET),2016,41,ALL,0
Entire Network (RSV-NET),2016,42,ALL,0
Entire Network (RSV-NET),2016,43,ALL,0
Entire Network (RSV-NET),2016,44,ALL,0
Entire Network (RSV-NET),2016,45,ALL,0.1
Entire Network (RSV-NET),2016,46,ALL,0
Entire Network (RSV-NET),2016,47,ALL,0.2
Entire Network (RSV-NET),2016,48,ALL,0.2
Entire Network (RSV-NET),2016,49,ALL,0.2
Entire Network (RSV-NET),2016,50,ALL,0.3
Entire Network (RSV-NET),2016,51,ALL,0.4
Entire Network (RSV-NET),2016,52,ALL,0.6
Entire Network (RSV-NET),2017,1,ALL,0.7
Entire Network (RSV-NET),2017,2,ALL,0.7
Entire Network (RSV-NET),2017,3,ALL,0.5
Entire Network (RSV-NET),2017,4,ALL,0.6
Entire Network (RSV-NET),2017,5,ALL,0.6
Entire Network (RSV-NET),2017,6,ALL,0.5
Entire Network (RSV-NET),2017,7,ALL,0.5
Entire Network (RSV-NET),2017,8,ALL,0.4
Entire Network (RSV-NET),2017,9,ALL,0.4
Entire Network (RSV-NET),2017,10,ALL,0.4
Entire Network (RSV-NET),2017,11,ALL,0.3
Entire Network (RSV-NET),2017,12,ALL,0.2
Entire Network (RSV-NET),2017,13,ALL,0.2
Entire Network (RSV-NET),2017,14,ALL,0.2
Entire Network (RSV-NET),2017,15,ALL,0.1
Entire Network (RSV-NET),2017,16,ALL,0.1
Entire Network (RSV-NET),2017,17,ALL,0.1
Entire Network (RSV-NET),2017,18,ALL,0
Entire Network (RSV-NET),2017,40,ALL,0
Entire Network (RSV-NET),2017,41,ALL,0
Entire Network (RSV-NET),2017,42,ALL,0
Entire Network (RSV-NET),2017,43,ALL,0
Entire Network (RSV-NET),2017,44,ALL,0.1
Entire Network (RSV-NET),2017,45,ALL,0.1
Entire Network (RSV-NET),2017,46,ALL,0.1
Entire Network (RSV-NET),2017,47,ALL,0.1
Entire Network (RSV-NET),2017,48,ALL,0.2
Entire Network (RSV-NET),2017,49,ALL,0.2
Entire Network (RSV-NET),2017,50,ALL,0.3
Entire Network (RSV-NET),2017,51,ALL,0.3
Entire Network (RSV-NET),2017,52,ALL,0.5
Entire Network (RSV-NET),2018,1,ALL,0.7
Entire Network (RSV-NET),2018,2,ALL,0.7
Entire Network (RSV-NET),2018,3,ALL,0.6
Entire Network (RSV-NET),2018,4,ALL,0.6
Entire Network (RSV-NET),2018,5,ALL,0.6
Entire Network (RSV-NET),2018,6,ALL,0.5
Entire Network (RSV-NET),2018,7,ALL,0.5
Entire Network (RSV-NET),2018,8,ALL,0.4
Entire Network (RSV-NET),2018,9,ALL,0.4
Entire Network (RSV-NET),2018,10,ALL,0.3
Entire Network (RSV-NET),2018,11,ALL,0.3
Entire Network (RSV-NET),2018,12,ALL,0.3
Entire Network (RSV-NET),2018,13,ALL,0.2
Entire Network (RSV-NET),2018,14,ALL,0.1
Entire Network (RSV-NET),2018,15,ALL,0.1
Entire Network (RSV-NET),2018,16,ALL,0.1
Entire Network (RSV-NET),2018,17,ALL,0
Entire Network (RSV-NET),2018,18,ALL,0
Entire Network (RSV-NET),2018,40,ALL,0.1
Entire Network (RSV-NET),2018,41,ALL,0.2
Entire Network (RSV-NET),2018,42,ALL,0.2
Entire Network (RSV-NET),2018,43,ALL,0.3
Entire Network (RSV-NET),2018,44,ALL,0.3
Entire Network (RSV-NET),2018,45,ALL,0.5
Entire Network (RSV-NET),2018,46,ALL,0.5
Entire Network (RSV-NET),2018,47,ALL,0.5
Entire Network (RSV-NET),2018,48,ALL,0.9
Entire Network (RSV-NET),2018,49,ALL,0.9
Entire Network (RSV-NET),2018,50,ALL,1.1
Entire Network (RSV-NET),2018,51,ALL,1.4
Entire Network (RSV-NET),2018,52,ALL,1.6
Entire Network (RSV-NET),2019,1,ALL,1.7
Entire Network (RSV-NET),2019,2,ALL,1.7
Entire Network (RSV-NET),2019,3,ALL,1.3
Entire Network (RSV-NET),2019,4,ALL,1.3
Entire Network (RSV-NET),2019,5,ALL,1.4
Entire Network (RSV-NET),2019,6,ALL,1.3
Entire Network (RSV-NET),2019,7,ALL,1.2
Entire Network (RSV-NET),2019,8,ALL,1.2
Entire Network (RSV-NET),2019,9,ALL,1
Entire Network (RSV-NET),2019,10,ALL,0.8
Entire Network (RSV-NET),2019,11,ALL,0.7
Entire Network (RSV-NET),2019,12,ALL,0.7
Entire Network (RSV-NET),2019,13,ALL,0.4
Entire Network (RSV-NET),2019,14,ALL,0.4
Entire Network (RSV-NET),2019,15,ALL,0.3
Entire Network (RSV-NET),2019,16,ALL,0.3
Entire Network (RSV-NET),2019,17,ALL,0.1
Entire Network (RSV-NET),2019,18,ALL,0.1
Entire Network (RSV-NET),2022,40,ALL,1.6
Entire Network (RSV-NET),2022,41,ALL,2.6
Entire Network (RSV-NET),2022,42,ALL,2.9
Entire Network (RSV-NET),2022,43,ALL,3.6
Entire Network (RSV-NET),2022,44,ALL,4.5
Entire Network (RSV-NET),2022,45,ALL,5.2
Entire Network (RSV-NET),2022,46,ALL,4.6
Entire Network (RSV-NET),2022,47,ALL,4.1
Entire Network (RSV-NET),2022,48,ALL,4.1
Entire Network (RSV-NET),2022,49,ALL,3.3
Entire Network (RSV-NET),2022,50,ALL,2.5
Entire Network (RSV-NET),2022,51,ALL,1.7
Entire Network (RSV-NET),2022,52,ALL,1.6
Entire Network (RSV-NET),2023,1,ALL,1.1
Entire Network (RSV-NET),2016,40,18-29,0
Entire Network (RSV-NET),2016,41,18-29,0
Entire Network (RSV-NET),2016,42,18-29,0
Entire Network (RSV-NET),2016,43,18-29,0
Entire Network (RSV-NET),2016,44,18-29,0
Entire Network (RSV-NET),2016,45,18-29,0
Entire Network (RSV-NET),2016,46,18-29,0
Entire Network (RSV-NET),2016,47,18-29,0
Entire Network (RSV-NET),2016,48,18-29,0.1
Entire Network (RSV-NET),2016,49,18-29,0.1
Entire Network (RSV-NET),2016,50,18-29,0
Entire Network (RSV-NET),2016,51,18-29,0
Entire Network (RSV-NET),2016,52,18-29,0.1
Entire Network (RSV-NET),2017,1,18-29,0.1
Entire Network (RSV-NET),2017,2,18-29,0.2
Entire Network (RSV-NET),2017,3,18-29,0.2
Entire Network (RSV-NET),2017,4,18-29,0.1
Entire Network (RSV-NET),2017,5,18-29,0.1
Entire Network (RSV-NET),2017,6,18-29,0.1
Entire Network (RSV-NET),2017,7,18-29,0
Entire Network (RSV-NET),2017,8,18-29,0.1
Entire Network (RSV-NET),2017,9,18-29,0.1
Entire Network (RSV-NET),2017,10,18-29,0
Entire Network (RSV-NET),2017,11,18-29,0
Entire Network (RSV-NET),2017,12,18-29,0
Entire Network (RSV-NET),2017,13,18-29,0
Entire Network (RSV-NET),2017,14,18-29,0
Entire Network (RSV-NET),2017,15,18-29,0
Entire Network (RSV-NET),2017,16,18-29,0
Entire Network (RSV-NET),2017,17,18-29,0
Entire Network (RSV-NET),2017,18,18-29,0
Entire Network (RSV-NET),2016,40,30-39,0
Entire Network (RSV-NET),2016,41,30-39,0
Entire Network (RSV-NET),2016,42,30-39,0
Entire Network (RSV-NET),2016,43,30-39,0
Entire Network (RSV-NET),2016,44,30-39,0
Entire Network (RSV-NET),2016,45,30-39,0
Entire Network (RSV-NET),2016,46,30-39,0
Entire Network (RSV-NET),2016,47,30-39,0.1
Entire Network (RSV-NET),2016,48,30-39,0.1
Entire Network (RSV-NET),2016,49,30-39,0
Entire Network (RSV-NET),2016,50,30-39,0.1
Entire Network (RSV-NET),2016,51,30-39,0.1
Entire Network (RSV-NET),2016,52,30-39,0.1
Entire Network (RSV-NET),2017,1,30-39,0.2
Entire Network (RSV-NET),2017,2,30-39,0.1
Entire Network (RSV-NET),2017,3,30-39,0
Entire Network (RSV-NET),2017,4,30-39,0.2
Entire Network (RSV-NET),2017,5,30-39,0.1
Entire Network (RSV-NET),2017,6,30-39,0
Entire Network (RSV-NET),2017,7,30-39,0.1
Entire Network (RSV-NET),2017,8,30-39,0.1
Entire Network (RSV-NET),2017,9,30-39,0.1
Entire Network (RSV-NET),2017,10,30-39,0
Entire Network (RSV-NET),2017,11,30-39,0.1
Entire Network (RSV-NET),2017,12,30-39,0
Entire Network (RSV-NET),2017,13,30-39,0
Entire Network (RSV-NET),2017,14,30-39,0
Entire Network (RSV-NET),2017,15,30-39,0
Entire Network (RSV-NET),2017,16,30-39,0
Entire Network (RSV-NET),2017,17,30-39,0
Entire Network (RSV-NET),2017,18,30-39,0
Entire Network (RSV-NET),2016,40,40-49,0
Entire Network (RSV-NET),2016,41,40-49,0
Entire Network (RSV-NET),2016,42,40-49,0
Entire Network (RSV-NET),2016,43,40-49,0
Entire Network (RSV-NET),2016,44,40-49,0
Entire Network (RSV-NET),2016,45,40-49,0
Entire Network (RSV-NET),2016,46,40-49,0
Entire Network (RSV-NET),2016,47,40-49,0
Entire Network (RSV-NET),2016,48,40-49,0.1
Entire Network (RSV-NET),2016,49,40-49,0.1
Entire Network (RSV-NET),2016,50,40-49,0.1
Entire Network (RSV-NET),2016,51,40-49,0.1
Entire Network (RSV-NET),2016,52,40-49,0.1
Entire Network (RSV-NET),2017,1,40-49,0.1
Entire Network (RSV-NET),2017,2,40-49,0.2
Entire Network (RSV-NET),2017,3,40-49,0.1
Entire Network (RSV-NET),2017,4,40-49,0.2
Entire Network (RSV-NET),2017,5,40-49,0.3
Entire Network (RSV-NET),2017,6,40-49,0.1
Entire Network (RSV-NET),2017,7,40-49,0.2
Entire Network (RSV-NET),2017,8,40-49,0
Entire Network (RSV-NET),2017,9,40-49,0
Entire Network (RSV-NET),2017,10,40-49,0.1
Entire Network (RSV-NET),2017,11,40-49,0
Entire Network (RSV-NET),2017,12,40-49,0
Entire Network (RSV-NET),2017,13,40-49,0
Entire Network (RSV-NET),2017,14,40-49,0
Entire Network (RSV-NET),2017,15,40-49,0
Entire Network (RSV-NET),2017,16,40-49,0
Entire Network (RSV-NET),2017,17,40-49,0
Entire Network (RSV-NET),2017,18,40-49,0
Entire Network (RSV-NET),2016,40,65-74,0
Entire Network (RSV-NET),2016,41,65-74,0.1
Entire Network (RSV-NET),2016,42,65-74,0.1
Entire Network (RSV-NET),2016,43,65-74,0.1
Entire Network (RSV-NET),2016,44,65-74,0.1
Entire Network (RSV-NET),2016,45,65-74,0.3
Entire Network (RSV-NET),2016,46,65-74,0
Entire Network (RSV-NET),2016,47,65-74,0.3
Entire Network (RSV-NET),2016,48,65-74,0.2
Entire Network (RSV-NET),2016,49,65-74,0.4
Entire Network (RSV-NET),2016,50,65-74,0.7
Entire Network (RSV-NET),2016,51,65-74,0.8
Entire Network (RSV-NET),2016,52,65-74,1.4
Entire Network (RSV-NET),2017,1,65-74,1.3
Entire Network (RSV-NET),2017,2,65-74,1.6
Entire Network (RSV-NET),2017,3,65-74,1
Entire Network (RSV-NET),2017,4,65-74,1
Entire Network (RSV-NET),2017,5,65-74,1.2
Entire Network (RSV-NET),2017,6,65-74,1.3
Entire Network (RSV-NET),2017,7,65-74,0.6
Entire Network (RSV-NET),2017,8,65-74,0.7
Entire Network (RSV-NET),2017,9,65-74,1.1
Entire Network (RSV-NET),2017,10,65-74,0.7
Entire Network (RSV-NET),2017,11,65-74,0.3
Entire Network (RSV-NET),2017,12,65-74,0.4
Entire Network (RSV-NET),2017,13,65-74,0.3
Entire Network (RSV-NET),2017,14,65-74,0.3
Entire Network (RSV-NET),2017,15,65-74,0.1
Entire Network (RSV-NET),2017,16,65-74,0.3
Entire Network (RSV-NET),2017,17,65-74,0.1
Entire Network (RSV-NET),2017,18,65-74,0
Entire Network (RSV-NET),2016,40,75-84,0.3
Entire Network (RSV-NET),2016,41,75-84,0
Entire Network (RSV-NET),2016,42,75-84,0.1
Entire Network (RSV-NET),2016,43,75-84,0.1
Entire Network (RSV-NET),2016,44,75-84,0.3
Entire Network (RSV-NET),2016,45,75-84,0.1
Entire Network (RSV-NET),2016,46,75-84,0
Entire Network (RSV-NET),2016,47,75-84,0.1
Entire Network (RSV-NET),2016,48,75-84,1
Entire Network (RSV-NET),2016,49,75-84,0.7
Entire Network (RSV-NET),2016,50,75-84,1.3
Entire Network (RSV-NET),2016,51,75-84,1.4
Entire Network (RSV-NET),2016,52,75-84,2.3
Entire Network (RSV-NET),2017,1,75-84,3
Entire Network (RSV-NET),2017,2,75-84,2.3
Entire Network (RSV-NET),2017,3,75-84,2.7
Entire Network (RSV-NET),2017,4,75-84,2.5
Entire Network (RSV-NET),2017,5,75-84,3.5
Entire Network (RSV-NET),2017,6,75-84,3
Entire Network (RSV-NET),2017,7,75-84,2.4
Entire Network (RSV-NET),2017,8,75-84,2.3
Entire Network (RSV-NET),2017,9,75-84,2.1
Entire Network (RSV-NET),2017,10,75-84,1.8
Entire Network (RSV-NET),2017,11,75-84,1.7
Entire Network (RSV-NET),2017,12,75-84,0.8
Entire Network (RSV-NET),2017,13,75-84,0.4
Entire Network (RSV-NET),2017,14,75-84,0.1
Entire Network (RSV-NET),2017,15,75-84,0.3
Entire Network (RSV-NET),2017,16,75-84,0.4
Entire Network (RSV-NET),2017,17,75-84,0.1
Entire Network (RSV-NET),2017,18,75-84,0
Entire Network (RSV-NET),2016,40,85+,0.3
Entire Network (RSV-NET),2016,41,85+,0.3
Entire Network (RSV-NET),2016,42,85+,0.3
Entire Network (RSV-NET),2016,43,85+,0.3
Entire Network (RSV-NET),2016,44,85+,0
Entire Network (RSV-NET),2016,45,85+,0
Entire Network (RSV-NET),2016,46,85+,0
Entire Network (RSV-NET),2016,47,85+,0.6
Entire Network (RSV-NET),2016,48,85+,1.5
Entire Network (RSV-NET),2016,49,85+,1.2
Entire Network (RSV-NET),2016,50,85+,2.1
Entire Network (RSV-NET),2016,51,85+,2.7
Entire Network (RSV-NET),2016,52,85+,5.8
Entire Network (RSV-NET),2017,1,85+,7.6
Entire Network (RSV-NET),2017,2,85+,7
Entire Network (RSV-NET),2017,3,85+,3.4
Entire Network (RSV-NET),2017,4,85+,5.8
Entire Network (RSV-NET),2017,5,85+,3.7
Entire Network (RSV-NET),2017,6,85+,3.7
Entire Network (RSV-NET),2017,7,85+,6.7
Entire Network (RSV-NET),2017,8,85+,4.6
Entire Network (RSV-NET),2017,9,85+,4
Entire Network (RSV-NET),2017,10,85+,4.6
Entire Network (RSV-NET),2017,11,85+,2.1
Entire Network (RSV-NET),2017,12,85+,3
Entire Network (RSV-NET),2017,13,85+,2.7
Entire Network (RSV-NET),2017,14,85+,1.5
Entire Network (RSV-NET),2017,15,85+,0.9
Entire Network (RSV-NET),2017,16,85+,0.3
Entire Network (RSV-NET),2017,17,85+,1.5
Entire Network (RSV-NET),2017,18,85+,0.3
Entire Network (RSV-NET),2016,40,18+,0
Entire Network (RSV-NET),2016,41,18+,0
Entire Network (RSV-NET),2016,42,18+,0
Entire Network (RSV-NET),2016,43,18+,0
Entire Network (RSV-NET),2016,44,18+,0
Entire Network (RSV-NET),2016,45,18+,0.1
Entire Network (RSV-NET),2016,46,18+,0
Entire Network (RSV-NET),2016,47,18+,0.2
Entire Network (RSV-NET),2016,48,18+,0.2
Entire Network (RSV-NET),2016,49,18+,0.2
Entire Network (RSV-NET),2016,50,18+,0.3
Entire Network (RSV-NET),2016,51,18+,0.4
Entire Network (RSV-NET),2016,52,18+,0.6
Entire Network (RSV-NET),2017,1,18+,0.7
Entire Network (RSV-NET),2017,2,18+,0.7
Entire Network (RSV-NET),2017,3,18+,0.5
Entire Network (RSV-NET),2017,4,18+,0.6
Entire Network (RSV-NET),2017,5,18+,0.6
Entire Network (RSV-NET),2017,6,18+,0.5
Entire Network (RSV-NET),2017,7,18+,0.5
Entire Network (RSV-NET),2017,8,18+,0.4
Entire Network (RSV-NET),2017,9,18+,0.4
Entire Network (RSV-NET),2017,10,18+,0.4
Entire Network (RSV-NET),2017,11,18+,0.3
Entire Network (RSV-NET),2017,12,18+,0.2
Entire Network (RSV-NET),2017,13,18+,0.2
Entire Network (RSV-NET),2017,14,18+,0.2
Entire Network (RSV-NET),2017,15,18+,0.1
Entire Network (RSV-NET),2017,16,18+,0.1
Entire Network (RSV-NET),2017,17,18+,0.1
Entire Network (RSV-NET),2017,18,18+,0
Entire Network (RSV-NET),2016,40,18-49,0
Entire Network (RSV-NET),2016,41,18-49,0
Entire Network (RSV-NET),2016,42,18-49,0
Entire Network (RSV-NET),2016,43,18-49,0
Entire Network (RSV-NET),2016,44,18-49,0
Entire Network (RSV-NET),2016,45,18-49,0
Entire Network (RSV-NET),2016,46,18-49,0
Entire Network (RSV-NET),2016,47,18-49,0.1
Entire Network (RSV-NET),2016,48,18-49,0.1
Entire Network (RSV-NET),2016,49,18-49,0.1
Entire Network (RSV-NET),2016,50,18-49,0.1
Entire Network (RSV-NET),2016,51,18-49,0.1
Entire Network (RSV-NET),2016,52,18-49,0.1
Entire Network (RSV-NET),2017,1,18-49,0.1
Entire Network (RSV-NET),2017,2,18-49,0.2
Entire Network (RSV-NET),2017,3,18-49,0.1
Entire Network (RSV-NET),2017,4,18-49,0.1
Entire Network (RSV-NET),2017,5,18-49,0.2
Entire Network (RSV-NET),2017,6,18-49,0.1
Entire Network (RSV-NET),2017,7,18-49,0.1
Entire Network (RSV-NET),2017,8,18-49,0.1
Entire Network (RSV-NET),2017,9,18-49,0.1
Entire Network (RSV-NET),2017,10,18-49,0
Entire Network (RSV-NET),2017,11,18-49,0
Entire Network (RSV-NET),2017,12,18-49,0
Entire Network (RSV-NET),2017,13,18-49,0
Entire Network (RSV-NET),2017,14,18-49,0
Entire Network (RSV-NET),2017,15,18-49,0
Entire Network (RSV-NET),2017,16,18-49,0
Entire Network (RSV-NET),2017,17,18-49,0
Entire Network (RSV-NET),2017,18,18-49,0
Entire Network (RSV-NET),2016,40,50-64,0
Entire Network (RSV-NET),2016,41,50-64,0.1
Entire Network (RSV-NET),2016,42,50-64,0
Entire Network (RSV-NET),2016,43,50-64,0.1
Entire Network (RSV-NET),2016,44,50-64,0
Entire Network (RSV-NET),2016,45,50-64,0.1
Entire Network (RSV-NET),2016,46,50-64,0.1
Entire Network (RSV-NET),2016,47,50-64,0.3
Entire Network (RSV-NET),2016,48,50-64,0.2
Entire Network (RSV-NET),2016,49,50-64,0.3
Entire Network (RSV-NET),2016,50,50-64,0.3
Entire Network (RSV-NET),2016,51,50-64,0.4
Entire Network (RSV-NET),2016,52,50-64,0.7
Entire Network (RSV-NET),2017,1,50-64,0.7
Entire Network (RSV-NET),2017,2,50-64,0.5
Entire Network (RSV-NET),2017,3,50-64,0.6
Entire Network (RSV-NET),2017,4,50-64,0.6
Entire Network (RSV-NET),2017,5,50-64,0.6
Entire Network (RSV-NET),2017,6,50-64,0.5
Entire Network (RSV-NET),2017,7,50-64,0.5
Entire Network (RSV-NET),2017,8,50-64,0.4
Entire Network (RSV-NET),2017,9,50-64,0.1
Entire Network (RSV-NET),2017,10,50-64,0.4
Entire Network (RSV-NET),2017,11,50-64,0.3
Entire Network (RSV-NET),2017,12,50-64,0.2
Entire Network (RSV-NET),2017,13,50-64,0.2
Entire Network (RSV-NET),2017,14,50-64,0.3
Entire Network (RSV-NET),2017,15,50-64,0.1
Entire Network (RSV-NET),2017,16,50-64,0
Entire Network (RSV-NET),2017,17,50-64,0.1
Entire Network (RSV-NET),2017,18,50-64,0
Entire Network (RSV-NET),2016,40,65+,0.1
Entire Network (RSV-NET),2016,41,65+,0.1
Entire Network (RSV-NET),2016,42,65+,0.1
Entire Network (RSV-NET),2016,43,65+,0.1
Entire Network (RSV-NET),2016,44,65+,0.1
Entire Network (RSV-NET),2016,45,65+,0.2
Entire Network (RSV-NET),2016,46,65+,0
Entire Network (RSV-NET),2016,47,65+,0.3
Entire Network (RSV-NET),2016,48,65+,0.6
Entire Network (RSV-NET),2016,49,65+,0.6
Entire Network (RSV-NET),2016,50,65+,1
Entire Network (RSV-NET),2016,51,65+,1.2
