data_source,year,week,age_group,hsp_rate_rsv
Entire Network (RSV-NET),2016,52,65+,2.2
Entire Network (RSV-NET),2017,1,65+,2.6
Entire Network (RSV-NET),2017,2,65+,2.5
Entire Network (RSV-NET),2017,3,65+,1.8
Entire Network (RSV-NET),2017,4,65+,2
Entire Network (RSV-NET),2017,5,65+,2.2
Entire Network (RSV-NET),2017,6,65+,2.1
Entire Network (RSV-NET),2017,7,65+,1.8
Entire Network (RSV-NET),2017,8,65+,1.6
Entire Network (RSV-NET),2017,9,65+,1.7
Entire Network (RSV-NET),2017,10,65+,1.5
Entire Network (RSV-NET),2017,11,65+,0.9
Entire Network (RSV-NET),2017,12,65+,0.9
Entire Network (RSV-NET),2017,13,65+,0.7
Entire Network (RSV-NET),2017,14,65+,0.4
Entire Network (RSV-NET),2017,15,65+,0.2
Entire Network (RSV-NET),2017,16,65+,0.3
Entire Network (RSV-NET),2017,17,65+,0.3
Entire Network (RSV-NET),2017,18,65+,0
Entire Network (RSV-NET),2017,40,18-29,0
Entire Network (RSV-NET),2017,41,18-29,0
Entire Network (RSV-NET),2017,42,18-29,0
Entire Network (RSV-NET),2017,43,18-29,0
Entire Network (RSV-NET),2017,44,18-29,0
Entire Network (RSV-NET),2017,45,18-29,0
Entire Network (RSV-NET),2017,46,18-29,0
Entire Network (RSV-NET),2017,47,18-29,0
Entire Network (RSV-NET),2017,48,18-29,0
Entire Network (RSV-NET),2017,49,18-29,0
Entire Network (RSV-NET),2017,50,18-29,0
Entire Network (RSV-NET),2017,51,18-29,0
Entire Network (RSV-NET),2017,52,18-29,0.1
Entire Network (RSV-NET),2018,1,18-29,0.2
Entire Network (RSV-NET),2018,2,18-29,0.1
Entire Network (RSV-NET),2018,3,18-29,0.1
Entire Network (RSV-NET),2018,4,18-29,0.1
Entire Network (RSV-NET),2018,5,18-29,0.2
Entire Network (RSV-NET),2018,6,18-29,0.1
Entire Network (RSV-NET),2018,7,18-29,0
Entire Network (RSV-NET),2018,8,18-29,0
Entire Network (RSV-NET),2018,9,18-29,0.1
Entire Network (RSV-NET),2018,10,18-29,0
Entire Network (RSV-NET),2018,11,18-29,0
Entire Network (RSV-NET),2018,12,18-29,0
Entire Network (RSV-NET),2018,13,18-29,0
Entire Network (RSV-NET),2018,14,18-29,0
Entire Network (RSV-NET),2018,15,18-29,0
Entire Network (RSV-NET),2018,16,18-29,0
Entire Network (RSV-NET),2018,17,18-29,0
Entire Network (RSV-NET),2018,18,18-29,0
Entire Network (RSV-NET),2017,40,30-39,0
Entire Network (RSV-NET),2017,41,30-39,0
Entire Network (RSV-NET),2017,42,30-39,0
Entire Network (RSV-NET),2017,43,30-39,0.1
Entire Network (RSV-NET),2017,44,30-39,0
Entire Network (RSV-NET),2017,45,30-39,0
Entire Network (RSV-NET),2017,46,30-39,0
Entire Network (RSV-NET),2017,47,30-39,0
Entire Network (RSV-NET),2017,48,30-39,0.1
Entire Network (RSV-NET),2017,49,30-39,0
Entire Network (RSV-NET),2017,50,30-39,0
Entire Network (RSV-NET),2017,51,30-39,0
Entire Network (RSV-NET),2017,52,30-39,0.1
Entire Network (RSV-NET),2018,1,30-39,0.2
Entire Network (RSV-NET),2018,2,30-39,0.1
Entire Network (RSV-NET),2018,3,30-39,0.1
Entire Network (RSV-NET),2018,4,30-39,0.1
Entire Network (RSV-NET),2018,5,30-39,0.2
Entire Network (RSV-NET),2018,6,30-39,0.1
Entire Network (RSV-NET),2018,7,30-39,0.2
Entire Network (RSV-NET),2018,8,30-39,0.1
Entire Network (RSV-NET),2018,9,30-39,0
Entire Network (RSV-NET),2018,10,30-39,0
Entire Network (RSV-NET),2018,11,30-39,0.1
Entire Network (RSV-NET),2018,12,30-39,0
Entire Network (RSV-NET),2018,13,30-39,0
Entire Network (RSV-NET),2018,14,30-39,0
Entire Network (RSV-NET),2018,15,30-39,0
Entire Network (RSV-NET),2018,16,30-39,0
Entire Network (RSV-NET),2018,17,30-39,0
Entire Network (RSV-NET),2018,18,30-39,0
Entire Network (RSV-NET),2017,40,40-49,0.1
Entire Network (RSV-NET),2017,41,40-49,0
Entire Network (RSV-NET),2017,42,40-49,0
Entire Network (RSV-NET),2017,43,40-49,0
Entire Network (RSV-NET),2017,44,40-49,0.1
Entire Network (RSV-NET),2017,45,40-49,0.1
Entire Network (RSV-NET),2017,46,40-49,0.1
Entire Network (RSV-NET),2017,47,40-49,0.1
Entire Network (RSV-NET),2017,48,40-49,0.1
Entire Network (RSV-NET),2017,49,40-49,0.1
Entire Network (RSV-NET),2017,50,40-49,0.1
Entire Network (RSV-NET),2017,51,40-49,0.1
Entire Network (RSV-NET),2017,52,40-49,0.3
Entire Network (RSV-NET),2018,1,40-49,0.3
Entire Network (RSV-NET),2018,2,40-49,0.3
Entire Network (RSV-NET),2018,3,40-49,0.3
Entire Network (RSV-NET),2018,4,40-49,0.2
Entire Network (RSV-NET),2018,5,40-49,0.2
Entire Network (RSV-NET),2018,6,40-49,0.2
Entire Network (RSV-NET),2018,7,40-49,0.1
Entire Network (RSV-NET),2018,8,40-49,0.2
Entire Network (RSV-NET),2018,9,40-49,0.2
Entire Network (RSV-NET),2018,10,40-49,0.1
Entire Network (RSV-NET),2018,11,40-49,0.1
Entire Network (RSV-NET),2018,12,40-49,0.1
Entire Network (RSV-NET),2018,13,40-49,0.1
Entire Network (RSV-NET),2018,14,40-49,0.1
Entire Network (RSV-NET),2018,15,40-49,0.1
Entire Network (RSV-NET),2018,16,40-49,0
Entire Network (RSV-NET),2018,17,40-49,0
Entire Network (RSV-NET),2018,18,40-49,0
Entire Network (RSV-NET),2017,40,65-74,0
Entire Network (RSV-NET),2017,41,65-74,0.1
Entire Network (RSV-NET),2017,42,65-74,0.2
Entire Network (RSV-NET),2017,43,65-74,0
Entire Network (RSV-NET),2017,44,65-74,0.2
Entire Network (RSV-NET),2017,45,65-74,0.2
Entire Network (RSV-NET),2017,46,65-74,0.2
Entire Network (RSV-NET),2017,47,65-74,0.2
Entire Network (RSV-NET),2017,48,65-74,0.6
Entire Network (RSV-NET),2017,49,65-74,0.7
Entire Network (RSV-NET),2017,50,65-74,1.1
Entire Network (RSV-NET),2017,51,65-74,0.8
Entire Network (RSV-NET),2017,52,65-74,0.8
Entire Network (RSV-NET),2018,1,65-74,2.1
Entire Network (RSV-NET),2018,2,65-74,1.7
Entire Network (RSV-NET),2018,3,65-74,1.4
Entire Network (RSV-NET),2018,4,65-74,1.3
Entire Network (RSV-NET),2018,5,65-74,1.7
Entire Network (RSV-NET),2018,6,65-74,1.5
Entire Network (RSV-NET),2018,7,65-74,1.4
Entire Network (RSV-NET),2018,8,65-74,1.3
Entire Network (RSV-NET),2018,9,65-74,1.1
Entire Network (RSV-NET),2018,10,65-74,0.9
Entire Network (RSV-NET),2018,11,65-74,1.1
Entire Network (RSV-NET),2018,12,65-74,0.6
Entire Network (RSV-NET),2018,13,65-74,0.2
Entire Network (RSV-NET),2018,14,65-74,0.2
Entire Network (RSV-NET),2018,15,65-74,0.2
Entire Network (RSV-NET),2018,16,65-74,0.4
Entire Network (RSV-NET),2018,17,65-74,0.2
Entire Network (RSV-NET),2018,18,65-74,0
Entire Network (RSV-NET),2017,40,75-84,0
Entire Network (RSV-NET),2017,41,75-84,0
Entire Network (RSV-NET),2017,42,75-84,0.1
Entire Network (RSV-NET),2017,43,75-84,0.1
Entire Network (RSV-NET),2017,44,75-84,0.3
Entire Network (RSV-NET),2017,45,75-84,0.1
Entire Network (RSV-NET),2017,46,75-84,0
Entire Network (RSV-NET),2017,47,75-84,0.7
Entire Network (RSV-NET),2017,48,75-84,0.7
Entire Network (RSV-NET),2017,49,75-84,0.9
Entire Network (RSV-NET),2017,50,75-84,1.3
Entire Network (RSV-NET),2017,51,75-84,1.1
Entire Network (RSV-NET),2017,52,75-84,2.7
Entire Network (RSV-NET),2018,1,75-84,3.1
Entire Network (RSV-NET),2018,2,75-84,5.5
Entire Network (RSV-NET),2018,3,75-84,3.1
Entire Network (RSV-NET),2018,4,75-84,3.6
Entire Network (RSV-NET),2018,5,75-84,2.5
Entire Network (RSV-NET),2018,6,75-84,2.7
Entire Network (RSV-NET),2018,7,75-84,3.1
Entire Network (RSV-NET),2018,8,75-84,2.9
Entire Network (RSV-NET),2018,9,75-84,2.3
Entire Network (RSV-NET),2018,10,75-84,1.4
Entire Network (RSV-NET),2018,11,75-84,1.8
Entire Network (RSV-NET),2018,12,75-84,2
Entire Network (RSV-NET),2018,13,75-84,1.2
Entire Network (RSV-NET),2018,14,75-84,1.6
Entire Network (RSV-NET),2018,15,75-84,1.3
Entire Network (RSV-NET),2018,16,75-84,1
Entire Network (RSV-NET),2018,17,75-84,0.1
Entire Network (RSV-NET),2018,18,75-84,0
Entire Network (RSV-NET),2017,40,85+,0.4
Entire Network (RSV-NET),2017,41,85+,0.2
Entire Network (RSV-NET),2017,42,85+,0
Entire Network (RSV-NET),2017,43,85+,0
Entire Network (RSV-NET),2017,44,85+,0.4
Entire Network (RSV-NET),2017,45,85+,0.6
Entire Network (RSV-NET),2017,46,85+,0.4
Entire Network (RSV-NET),2017,47,85+,0.4
Entire Network (RSV-NET),2017,48,85+,0.8
Entire Network (RSV-NET),2017,49,85+,2.8
Entire Network (RSV-NET),2017,50,85+,2.9
Entire Network (RSV-NET),2017,51,85+,3.9
Entire Network (RSV-NET),2017,52,85+,6.3
Entire Network (RSV-NET),2018,1,85+,8.7
Entire Network (RSV-NET),2018,2,85+,7.3
Entire Network (RSV-NET),2018,3,85+,9.2
Entire Network (RSV-NET),2018,4,85+,6.9
Entire Network (RSV-NET),2018,5,85+,6.5
Entire Network (RSV-NET),2018,6,85+,5.1
Entire Network (RSV-NET),2018,7,85+,5.3
Entire Network (RSV-NET),2018,8,85+,5.3
Entire Network (RSV-NET),2018,9,85+,4.7
Entire Network (RSV-NET),2018,10,85+,4.5
Entire Network (RSV-NET),2018,11,85+,4.7
Entire Network (RSV-NET),2018,12,85+,4.1
Entire Network (RSV-NET),2018,13,85+,2.2
Entire Network (RSV-NET),2018,14,85+,1.6
Entire Network (RSV-NET),2018,15,85+,2
Entire Network (RSV-NET),2018,16,85+,1.2
Entire Network (RSV-NET),2018,17,85+,0.4
Entire Network (RSV-NET),2018,18,85+,0.2
Entire Network (RSV-NET),2017,40,18+,0
Entire Network (RSV-NET),2017,41,18+,0
Entire Network (RSV-NET),2017,42,18+,0.1
Entire Network (RSV-NET),2017,43,18+,0.1
Entire Network (RSV-NET),2017,44,18+,0.1
Entire Network (RSV-NET),2017,45,18+,0.1
Entire Network (RSV-NET),2017,46,18+,0.1
Entire Network (RSV-NET),2017,47,18+,0.1
Entire Network (RSV-NET),2017,48,18+,0.2
Entire Network (RSV-NET),2017,49,18+,0.3
Entire Network (RSV-NET),2017,50,18+,0.4
Entire Network (RSV-NET),2017,51,18+,0.4
Entire Network (RSV-NET),2017,52,18+,0.6
Entire Network (RSV-NET),2018,1,18+,1
Entire Network (RSV-NET),2018,2,18+,0.9
Entire Network (RSV-NET),2018,3,18+,0.8
Entire Network (RSV-NET),2018,4,18+,0.7
Entire Network (RSV-NET),2018,5,18+,0.7
Entire Network (RSV-NET),2018,6,18+,0.6
Entire Network (RSV-NET),2018,7,18+,0.6
Entire Network (RSV-NET),2018,8,18+,0.6
Entire Network (RSV-NET),2018,9,18+,0.5
Entire Network (RSV-NET),2018,10,18+,0.4
Entire Network (RSV-NET),2018,11,18+,0.4
Entire Network (RSV-NET),2018,12,18+,0.4
Entire Network (RSV-NET),2018,13,18+,0.2
Entire Network (RSV-NET),2018,14,18+,0.2
Entire Network (RSV-NET),2018,15,18+,0.2
Entire Network (RSV-NET),2018,16,18+,0.2
Entire Network (RSV-NET),2018,17,18+,0.1
Entire Network (RSV-NET),2018,18,18+,0
Entire Network (RSV-NET),2017,40,18-49,0
Entire Network (RSV-NET),2017,41,18-49,0
Entire Network (RSV-NET),2017,42,18-49,0
Entire Network (RSV-NET),2017,43,18-49,0
Entire Network (RSV-NET),2017,44,18-49,0
Entire Network (RSV-NET),2017,45,18-49,0
Entire Network (RSV-NET),2017,46,18-49,0
Entire Network (RSV-NET),2017,47,18-49,0.1
Entire Network (RSV-NET),2017,48,18-49,0.1
Entire Network (RSV-NET),2017,49,18-49,0
Entire Network (RSV-NET),2017,50,18-49,0
Entire Network (RSV-NET),2017,51,18-49,0.1
Entire Network (RSV-NET),2017,52,18-49,0.2
Entire Network (RSV-NET),2018,1,18-49,0.2
Entire Network (RSV-NET),2018,2,18-49,0.2
Entire Network (RSV-NET),2018,3,18-49,0.2
Entire Network (RSV-NET),2018,4,18-49,0.1
Entire Network (RSV-NET),2018,5,18-49,0.2
Entire Network (RSV-NET),2018,6,18-49,0.1
Entire Network (RSV-NET),2018,7,18-49,0.1
Entire Network (RSV-NET),2018,8,18-49,0.1
Entire Network (RSV-NET),2018,9,18-49,0.1
Entire Network (RSV-NET),2018,10,18-49,0
Entire Network (RSV-NET),2018,11,18-49,0.1
Entire Network (RSV-NET),2018,12,18-49,0
Entire Network (RSV-NET),2018,13,18-49,0
Entire Network (RSV-NET),2018,14,18-49,0
Entire Network (RSV-NET),2018,15,18-49,0
Entire Network (RSV-NET),2018,16,18-49,0
Entire Network (RSV-NET),2018,17,18-49,0
Entire Network (RSV-NET),2018,18,18-49,0
Entire Network (RSV-NET),2017,40,50-64,0
Entire Network (RSV-NET),2017,41,50-64,0
Entire Network (RSV-NET),2017,42,50-64,0.1
Entire Network (RSV-NET),2017,43,50-64,0.1
Entire Network (RSV-NET),2017,44,50-64,0.1
Entire Network (RSV-NET),2017,45,50-64,0.2
Entire Network (RSV-NET),2017,46,50-64,0.1
Entire Network (RSV-NET),2017,47,50-64,0.2
Entire Network (RSV-NET),2017,48,50-64,0.3
Entire Network (RSV-NET),2017,49,50-64,0.4
Entire Network (RSV-NET),2017,50,50-64,0.4
Entire Network (RSV-NET),2017,51,50-64,0.5
Entire Network (RSV-NET),2017,52,50-64,0.6
Entire Network (RSV-NET),2018,1,50-64,1
Entire Network (RSV-NET),2018,2,50-64,0.8
Entire Network (RSV-NET),2018,3,50-64,0.9
Entire Network (RSV-NET),2018,4,50-64,0.7
Entire Network (RSV-NET),2018,5,50-64,0.7
Entire Network (RSV-NET),2018,6,50-64,0.6
Entire Network (RSV-NET),2018,7,50-64,0.6
Entire Network (RSV-NET),2018,8,50-64,0.5
Entire Network (RSV-NET),2018,9,50-64,0.5
Entire Network (RSV-NET),2018,10,50-64,0.4
Entire Network (RSV-NET),2018,11,50-64,0.3
Entire Network (RSV-NET),2018,12,50-64,0.3
Entire Network (RSV-NET),2018,13,50-64,0.3
Entire Network (RSV-NET),2018,14,50-64,0.1
Entire Network (RSV-NET),2018,15,50-64,0.1
Entire Network (RSV-NET),2018,16,50-64,0.1
Entire Network (RSV-NET),2018,17,50-64,0.1
Entire Network (RSV-NET),2018,18,50-64,0
Entire Network (RSV-NET),2017,40,65+,0
Entire Network (RSV-NET),2017,41,65+,0.1
Entire Network (RSV-NET),2017,42,65+,0.2
Entire Network (RSV-NET),2017,43,65+,0
Entire Network (RSV-NET),2017,44,65+,0.2
Entire Network (RSV-NET),2017,45,65+,0.2
Entire Network (RSV-NET),2017,46,65+,0.2
Entire Network (RSV-NET),2017,47,65+,0.3
Entire Network (RSV-NET),2017,48,65+,0.7
Entire Network (RSV-NET),2017,49,65+,1
Entire Network (RSV-NET),2017,50,65+,1.4
Entire Network (RSV-NET),2017,51,65+,1.3
Entire Network (RSV-NET),2017,52,65+,2
Entire Network (RSV-NET),2018,1,65+,3.2
Entire Network (RSV-NET),2018,2,65+,3.4
Entire Network (RSV-NET),2018,3,65+,2.9
Entire Network (RSV-NET),2018,4,65+,2.6
Entire Network (RSV-NET),2018,5,65+,2.5
Entire Network (RSV-NET),2018,6,65+,2.2
Entire Network (RSV-NET),2018,7,65+,2.3
Entire Network (RSV-NET),2018,8,65+,2.2
Entire Network (RSV-NET),2018,9,65+,1.8
Entire Network (RSV-NET),2018,10,65+,1.5
Entire Network (RSV-NET),2018,11,65+,1.8
Entire Network (RSV-NET),2018,12,65+,1.4
Entire Network (RSV-NET),2018,13,65+,0.7
Entire Network (RSV-NET),2018,14,65+,0.7
Entire Network (RSV-NET),2018,15,65+,0.7
Entire Network (RSV-NET),2018,16,65+,0.7
Entire Network (RSV-NET),2018,17,65+,0.2
Entire Network (RSV-NET),2018,18,65+,0
Entire Network (RSV-NET),2018,40,0-0.5,5.9
Entire Network (RSV-NET),2018,41,0-0.5,7.7
Entire Network (RSV-NET),2018,42,0-0.5,14.8
Entire Network (RSV-NET),2018,43,0-0.5,13
Entire Network (RSV-NET),2018,44,0-0.5,11.2
Entire Network (RSV-NET),2018,45,0-0.5,22.5
Entire Network (RSV-NET),2018,46,0-0.5,29
Entire Network (RSV-NET),2018,47,0-0.5,30.8
Entire Network (RSV-NET),2018,48,0-0.5,56.8
Entire Network (RSV-NET),2018,49,0-0.5,45.6
Entire Network (RSV-NET),2018,50,0-0.5,65.1
Entire Network (RSV-NET),2018,51,0-0.5,68.6
Entire Network (RSV-NET),2018,52,0-0.5,88.2
Entire Network (RSV-NET),2019,1,0-0.5,81.1
Entire Network (RSV-NET),2019,2,0-0.5,83.4
Entire Network (RSV-NET),2019,3,0-0.5,58
Entire Network (RSV-NET),2019,4,0-0.5,57.4
Entire Network (RSV-NET),2019,5,0-0.5,68.1
Entire Network (RSV-NET),2019,6,0-0.5,53.3
Entire Network (RSV-NET),2019,7,0-0.5,47.9
Entire Network (RSV-NET),2019,8,0-0.5,42
Entire Network (RSV-NET),2019,9,0-0.5,39.6
Entire Network (RSV-NET),2019,10,0-0.5,34.3
Entire Network (RSV-NET),2019,11,0-0.5,24.9
Entire Network (RSV-NET),2019,12,0-0.5,25.4
Entire Network (RSV-NET),2019,13,0-0.5,16.6
Entire Network (RSV-NET),2019,14,0-0.5,19.5
Entire Network (RSV-NET),2019,15,0-0.5,16
Entire Network (RSV-NET),2019,16,0-0.5,7.1
Entire Network (RSV-NET),2019,17,0-0.5,5.3
Entire Network (RSV-NET),2019,18,0-0.5,4.1
Entire Network (RSV-NET),2018,40,1-2,1.8
Entire Network (RSV-NET),2018,41,1-2,2.9
Entire Network (RSV-NET),2018,42,1-2,3.8
Entire Network (RSV-NET),2018,43,1-2,4.1
Entire Network (RSV-NET),2018,44,1-2,5
Entire Network (RSV-NET),2018,45,1-2,6.2
Entire Network (RSV-NET),2018,46,1-2,3.8
Entire Network (RSV-NET),2018,47,1-2,8
Entire Network (RSV-NET),2018,48,1-2,10.9
Entire Network (RSV-NET),2018,49,1-2,11.5
Entire Network (RSV-NET),2018,50,1-2,14.5
Entire Network (RSV-NET),2018,51,1-2,16.2
Entire Network (RSV-NET),2018,52,1-2,18.3
Entire Network (RSV-NET),2019,1,1-2,13
Entire Network (RSV-NET),2019,2,1-2,13.6
Entire Network (RSV-NET),2019,3,1-2,16.5
Entire Network (RSV-NET),2019,4,1-2,15
Entire Network (RSV-NET),2019,5,1-2,12.1
Entire Network (RSV-NET),2019,6,1-2,16.5
Entire Network (RSV-NET),2019,7,1-2,11.5
Entire Network (RSV-NET),2019,8,1-2,11.5
Entire Network (RSV-NET),2019,9,1-2,8.6
Entire Network (RSV-NET),2019,10,1-2,6.8
Entire Network (RSV-NET),2019,11,1-2,6.5
Entire Network (RSV-NET),2019,12,1-2,5.6
Entire Network (RSV-NET),2019,13,1-2,3.2
Entire Network (RSV-NET),2019,14,1-2,2.9
Entire Network (RSV-NET),2019,15,1-2,2.9
Entire Network (RSV-NET),2019,16,1-2,3.8
Entire Network (RSV-NET),2019,17,1-2,1.5
Entire Network (RSV-NET),2019,18,1-2,0.6
Entire Network (RSV-NET),2018,40,12-17,0
Entire Network (RSV-NET),2018,41,12-17,0
Entire Network (RSV-NET),2018,42,12-17,0
Entire Network (RSV-NET),2018,43,12-17,0
Entire Network (RSV-NET),2018,44,12-17,0.1
